"OriginalEnglish","Translation","Locations"
/docs/sss/v4/pl-pl/playlists.json;70ca605b-67a7-448b-90d0-6b74768ec78f;Description
"
"Customize the look, navigation, and resources available to viewers on your site","Dostosowywanie wyglądu, nawigacji i zasobów dostępnych dla widzów w witrynie","/docs/sss/v4/pl-pl/playlists.json;89b78762-f538-4850-b4f1-f1e402bc836f;Description
"
"Add text, images, video, and other web parts ","Dodawanie tekstu, obrazów, wideo i innych składników Web Part ","/docs/sss/v4/pl-pl/playlists.json;b92b3650-9648-4b8c-a429-978d3bdc509d;Description
"
"Let viewers know about your new site by adding members ","Poinformuj widzów o nowej witrynie, dodając członków ","/docs/sss/v4/pl-pl/playlists.json;a3a85097-39d1-404f-be39-3c41af827e34;Description
"
"View site metrics and learn about site settings","Wyświetlanie danych witryny i informacje o ustawieniach witryny","/docs/sss/v4/pl-pl/playlists.json;6181273c-2f16-487b-a28b-fb4862f69428;Description
"
"See how SharePoint team sites work with Microsoft Teams","Zobacz, jak witryny zespołów programu SharePoint współpracują z usługą Microsoft Teams","/docs/sss/v4/pl-pl/playlists.json;225da9d7-e8da-40fe-92e4-f7a3fceb2842;Description
"
"Build community and culture by enhancing the viewing experience","Buduj społeczność i kulturę, poprawiając wrażenia z oglądania","/docs/sss/v4/pl-pl/playlists.json;4c0af6a7-0d18-4fbf-a459-3533db7d5d35;Description
"
"Target pages, news, files, and menu links to specific audiences ","Kierowanie stron, wiadomości, plików i linków do menu do określonych odbiorców ","/docs/sss/v4/pl-pl/playlists.json;5d8de491-43a0-4773-943a-9a82a790aa39;Description
"
"Make your site mobile friendly and encourage viewers to download the SharePoint mobile app","Doproś witrynę do urządzeń przenośnych i zachęć widzów do pobrania aplikacji mobilnej SharePoint","/docs/sss/v4/pl-pl/playlists.json;0c9c117e-aebc-48ed-9f9b-82a5c26464ab;Description
"
"Introduction to SharePoint permissions, sharing, and accessibility","Wprowadzenie do uprawnień, udostępniania i ułatwień dostępu programu SharePoint","/docs/sss/v4/pl-pl/playlists.json;e6930b5b-1992-4d23-8b0c-e64a937336cb;Description
"
"Video: Create a team or communication site","Klip wideo: tworzenie witryny zespołu lub komunikacji","/docs/sss/v4/pl-pl/assets.json;651cff1e-a1c8-4f9b-b026-9883141ce685;Title
"
"What is a SharePoint hub site?","Co to jest witryna centrum programu SharePoint?","/docs/sss/v4/pl-pl/assets.json;cd4764b9-6005-4eb3-b414-8376983f3792;Title
"
"What is a document library?","Co to jest biblioteka dokumentów?","/docs/sss/v4/pl-pl/assets.json;d59696be-04aa-4bba-a932-c5b0f9c18d97;Title
"
"Get started with Microsoft Lists","Wprowadzenie do programu Microsoft Lists","/docs/sss/v4/pl-pl/assets.json;e9721652-7d13-4327-84ce-432a07697db4;Title
"
"Create a Communication site in SharePoint","Tworzenie witryny komunikacyjnej w programie SharePoint","/docs/sss/v4/pl-pl/assets.json;273a0341-123c-473e-a35a-241342b5977d;Title
"
"Create a Team site in SharePoint","Tworzenie witryny zespołu w programie SharePoint","/docs/sss/v4/pl-pl/assets.json;69ee4906-8006-4f74-8b69-263881c1a240;Title
"
"Associate a SharePoint site with a hub","Kojarzenie witryny programu SharePoint z centrum","/docs/sss/v4/pl-pl/assets.json;0040579b-5271-4a4c-bc4e-83dcbf8c243a;Title
"
"Customize the navigation on your SharePoint site","Dostosowywanie nawigacji w witrynie programu SharePoint","/docs/sss/v4/pl-pl/assets.json;ad7d7d4d-f9b4-4097-80eb-8816a8003374;Title
"
"Customize your SharePoint site","Dostosowywanie witryny programu SharePoint","/docs/sss/v4/pl-pl/assets.json;d24f6e10-708a-46fb-b50b-26e6f8e3129c;Title
"
"Add texts and tables to your page","Dodawanie tekstów i tabel do strony","/docs/sss/v4/pl-pl/assets.json;efca39c9-07b3-4d40-9c90-022dc73ea611;Title
"
"Use the Image web part","Korzystanie ze składnika Web Part Obraz","/docs/sss/v4/pl-pl/assets.json;b47bf41b-369f-4f69-9821-e749a2654f71;Title
"
"Share a site","Udostępnianie witryny","/docs/sss/v4/pl-pl/assets.json;cb7144ef-27af-4cac-9b49-1ad15e129ea4;Title
"
"Manage your SharePoint site settings","Zarządzanie ustawieniami witryny programu SharePoint","/docs/sss/v4/pl-pl/assets.json;d43e875f-02e2-4ed6-83f5-8b4700f8bac3;Title
"
"View usage data for your SharePoint site","Wyświetlanie danych użycia witryny programu SharePoint","/docs/sss/v4/pl-pl/assets.json;603b00b9-efd6-4e4f-a174-6565375ac529;Title
"
"Delete a SharePoint site or subsite","Usuwanie witryny lub podwityny programu SharePoint","/docs/sss/v4/pl-pl/assets.json;00827e92-460c-417d-b141-9b5fb91d8c42;Title
"
"Collaborating with Teams, SharePoint, and OneDrive","Współpraca z usługami Teams, SharePoint i OneDrive","/docs/sss/v4/pl-pl/assets.json;765f3fe7-7822-4d09-abe9-9d24a3b569d7;Title
"
"Create a Microsoft Team from SharePoint","Tworzenie zespołu Microsoft z programu SharePoint","/docs/sss/v4/pl-pl/assets.json;ebf49e3b-98f8-49a2-b048-ce55c7d3d914;Title
"
"Add a SharePoint page or list to a channel in Teams","Dodawanie strony lub listy programu SharePoint do kanału w aplikacji Teams","/docs/sss/v4/pl-pl/assets.json;c9e42071-d443-4ca5-85b0-042590484a8e;Title
"
"Use Microsoft Planner on your SharePoint site","Korzystanie z usługi Microsoft Planner w witrynie programu SharePoint","/docs/sss/v4/pl-pl/assets.json;612dff49-7273-46a0-85ae-0edc6b1c62b5;Title
"
"Use the Planner web part","Korzystanie ze składnika Web Part usługi Planner","/docs/sss/v4/pl-pl/assets.json;c62777e3-3b77-4b3d-aff1-590a9e9646c1;Title
"
"Use the Yammer web parts in SharePoint Online","Korzystanie ze składników Web Part usługi Yammer w usłudze SharePoint Online","/docs/sss/v4/pl-pl/assets.json;bd3193b4-6aff-440a-878a-8c09ac310931;Title
"
"Overview of Audience Targeting in Modern SharePoint sites","Omówienie kierowania na odbiorców w nowoczesnych witrynach programu SharePoint","/docs/sss/v4/pl-pl/assets.json;7e63eb42-2f1f-4afb-b6e3-43ada4faf681;Title
"
"Target files, news and pages to specific audiences","Kierowanie plików, wiadomości i stron do określonych odbiorców","/docs/sss/v4/pl-pl/assets.json;b2258863-188f-4714-9fa0-54836385bff4;Title
"
"Use the Highlighted content web part","Korzystanie ze składnika Web Part Wyróżniona zawartość","/docs/sss/v4/pl-pl/assets.json;581f02ec-0666-4406-80a9-510d67feed77;Title
"
"Use the Recent documents web part","Korzystanie ze składnika Web Part Ostatnie dokumenty","/docs/sss/v4/pl-pl/assets.json;889942d3-5ec1-43fa-b56c-6d5be1a51a4b;Title
"
"Use the Sites web part","Korzystanie ze składnika Web Part Witryny","/docs/sss/v4/pl-pl/assets.json;7ed6a352-9328-49ad-9ee1-0baaeedef979;Title
"
"Video: Stay connected using the SharePoint mobile app","Klip wideo: pozostawanie w kontakcie za pomocą aplikacji mobilnej SharePoint","/docs/sss/v4/pl-pl/assets.json;720182be-f59c-4dd4-ae7f-82fda5ffa5ec;Title
"
"Create an internal product launch site","Tworzenie wewnętrznej witryny wprowadzania produktu na rynek","/docs/sss/v4/pl-pl/assets.json;ad905a16-d54d-4fd0-be6a-d108165735d7;Title
"
"Create a new hire site","Tworzenie witryny dla nowych pracowników","/docs/sss/v4/pl-pl/assets.json;06883190-b2a3-4e66-8e71-b8e16915460c;Title
"
"Create a community site","Tworzenie witryny społeczności","/docs/sss/v4/pl-pl/assets.json;2f36ab3e-0bf1-4d60-b9aa-3584e2271219;Title
"
"Create a project collaboration space","Tworzenie przestrzeni współpracy nad projektem","/docs/sss/v4/pl-pl/assets.json;809ef3fb-4201-446b-8e0d-b239bac5db52;Title
"
"Use the Quick links web part","Korzystanie ze składnika Web Part Szybkie łącza","/docs/sss/v4/pl-pl/assets.json;636c403e-235e-47bb-9186-d3dacc98edfc;Title
"
"Overview: site permission and sharing for site owners","Omówienie: uprawnienia i udostępnianie witryny dla właścicieli witryn","/docs/sss/v4/pl-pl/assets.json;8e19595a-2499-4e67-8897-db5ae71b182e;Title
"
"Make your SharePoint site accessible to people with disabilities","Udostępnianie witryny programu SharePoint osobom niepełnosprawnym","/docs/sss/v4/pl-pl/assets.json;1915a4bf-b7f1-456f-926f-36fd22250382;Title
"
"Using web parts on SharePoint pages","Używanie składników Web Part na stronach programu SharePoint","/docs/sss/v4/pl-pl/assets.json;21ef9262-921b-42f3-8196-f60d0552ac13;Title
"
"Use the News web part on a SharePoint page","Używanie składnika Web Part Wiadomości na stronie programu SharePoint","/docs/sss/v4/pl-pl/assets.json;f8aef834-604b-4469-b84f-2b0ba2285d24;Title
"
"Create a document library in SharePoint","Tworzenie biblioteki dokumentów w programie SharePoint","/docs/sss/v4/pl-pl/assets.json;424c7d30-f7ae-4e24-bda5-ed1bb70c6455;Title
"
"Create a list in SharePoint","Tworzenie listy w programie SharePoint","/docs/sss/v4/pl-pl/assets.json;959315c6-50e7-48e5-beb8-76175908d260;Title
"
"Plan your SharePoint communication site","Planowanie witryny komunikacyjnej programu SharePoint","/docs/sss/v4/pl-pl/assets.json;06ae6bce-eb18-4cf7-8f80-5d94b69053ad;Title
"
"Overview of how to build your site","Omówienie sposobu tworzenia witryny","/docs/sss/v4/pl-pl/assets.json;f31c13d3-3753-4cc9-93f2-c3134d81a798;Title
"
"Manage your SharePoint communication site","Zarządzanie witryną komunikacyjną programu SharePoint","/docs/sss/v4/pl-pl/assets.json;e43325fe-6608-4125-a0c6-d771042d86ef;Title
"
"Create and share news on your SharePoint sites","Tworzenie i udostępnianie wiadomości w witrynach programu SharePoint","/docs/sss/v4/pl-pl/assets.json;36817246-de68-4510-97cb-25abedf98d25;Title
"
"SharePoint Success Site","Witryna sukcesu programu SharePoint","/docs/sss/v4/pl-pl/metadata.json;Category;51fa7728-5658-4a2e-b08e-e004ca0f3b46
"
"Plan your site","Zaplanuj swoją witrynę","/docs/sss/v4/pl-pl/metadata.json;Subcategory;5f078eee-488b-4d28-b2a4-2a68a6662db6
"
"Build your site","Zbuduj swoją witrynę","/docs/sss/v4/pl-pl/metadata.json;Subcategory;35d96c14-6269-4cdf-8ac1-2944bb278860
"
"Launch and manage your site","Uruchamianie witryny i zarządzanie nią","/docs/sss/v4/pl-pl/metadata.json;Subcategory;6be8e21b-c070-4305-a3d1-996569adcfbe
"
"Advanced site creation","Zaawansowane tworzenie witryn","/docs/sss/v4/pl-pl/metadata.json;Subcategory;4f65a4f2-c43a-415b-b576-13744eb618b2
"
"Arabic - Saudi Arabia","Arabski - Arabia Saudyjska","/src/webpart/src/webparts/common/assets/locals-1045.json;1025
"
"Bulgarian","Bułgarski","/src/webpart/src/webparts/common/assets/locals-1045.json;1026
"
"Catalan","Kataloński","/src/webpart/src/webparts/common/assets/locals-1045.json;1027
"
"Chinese - Taiwan","Chiński - Tajwan","/src/webpart/src/webparts/common/assets/locals-1045.json;1028
"
"Czech","Czeski","/src/webpart/src/webparts/common/assets/locals-1045.json;1029
"
"Danish","Duński","/src/webpart/src/webparts/common/assets/locals-1045.json;1030
"
"German - Germany","Niemiecki - Niemcy","/src/webpart/src/webparts/common/assets/locals-1045.json;1031
"
"Greek","Grecki","/src/webpart/src/webparts/common/assets/locals-1045.json;1032
"
"English - United States","Angielski - Stany Zjednoczone","/src/webpart/src/webparts/common/assets/locals-1045.json;1033
"
"Spanish - Spain (Traditional Sort)","Hiszpański - Hiszpania (sortowanie tradycyjne)","/src/webpart/src/webparts/common/assets/locals-1045.json;1034
"
"Finnish","Fiński","/src/webpart/src/webparts/common/assets/locals-1045.json;1035
"
"French - France","Francuski - Francja","/src/webpart/src/webparts/common/assets/locals-1045.json;1036
"
"Hebrew","Hebrajski","/src/webpart/src/webparts/common/assets/locals-1045.json;1037
"
"Hungarian","Węgierski","/src/webpart/src/webparts/common/assets/locals-1045.json;1038
"
"Icelandic","Islandzki","/src/webpart/src/webparts/common/assets/locals-1045.json;1039
"
"Italian - Italy","Włoski - Włochy","/src/webpart/src/webparts/common/assets/locals-1045.json;1040
"
"Japanese","Japoński","/src/webpart/src/webparts/common/assets/locals-1045.json;1041
"
"Korean","Koreański","/src/webpart/src/webparts/common/assets/locals-1045.json;1042
"
"Dutch - Netherlands","Niderlandzki - Holandia","/src/webpart/src/webparts/common/assets/locals-1045.json;1043
"
"Norwegian (Bokmål)","Norweski (Bokmal)","/src/webpart/src/webparts/common/assets/locals-1045.json;1044
"
"Polish","Polski","/src/webpart/src/webparts/common/assets/locals-1045.json;1045
"
"Portuguese - Brazil","Portugalski - Brazylia","/src/webpart/src/webparts/common/assets/locals-1045.json;1046
"
"Rhaeto-Romanic","Retoromański","/src/webpart/src/webparts/common/assets/locals-1045.json;1047
"
"Romanian","Rumuński","/src/webpart/src/webparts/common/assets/locals-1045.json;1048
"
"Russian","Rosyjski","/src/webpart/src/webparts/common/assets/locals-1045.json;1049
"
"Croatian","Chorwacki","/src/webpart/src/webparts/common/assets/locals-1045.json;1050
"
"Slovak","Słowacki","/src/webpart/src/webparts/common/assets/locals-1045.json;1051
"
"Albanian - Albania","Albański - Albania","/src/webpart/src/webparts/common/assets/locals-1045.json;1052
"
"Swedish","Szwedzki","/src/webpart/src/webparts/common/assets/locals-1045.json;1053
"
"Thai","Tajski","/src/webpart/src/webparts/common/assets/locals-1045.json;1054
"
"Turkish","Turecki","/src/webpart/src/webparts/common/assets/locals-1045.json;1055
"
"Urdu - Pakistan","Urdu - Pakistan","/src/webpart/src/webparts/common/assets/locals-1045.json;1056
"
"Indonesian","Indonezyjski","/src/webpart/src/webparts/common/assets/locals-1045.json;1057
"
"Ukrainian","Ukraiński","/src/webpart/src/webparts/common/assets/locals-1045.json;1058
"
"Belarusian","Białoruski","/src/webpart/src/webparts/common/assets/locals-1045.json;1059
"
"Slovenian","Słoweński","/src/webpart/src/webparts/common/assets/locals-1045.json;1060
"
"Estonian","Estoński","/src/webpart/src/webparts/common/assets/locals-1045.json;1061
"
"Latvian","Łotewski","/src/webpart/src/webparts/common/assets/locals-1045.json;1062
"
"Lithuanian","Litewski","/src/webpart/src/webparts/common/assets/locals-1045.json;1063
"
"Tajik","Tadżycki","/src/webpart/src/webparts/common/assets/locals-1045.json;1064
"
"Persian","Perski","/src/webpart/src/webparts/common/assets/locals-1045.json;1065
"
"Vietnamese","Wietnamski","/src/webpart/src/webparts/common/assets/locals-1045.json;1066
"
"Armenian - Armenia","Ormiański - Armenia","/src/webpart/src/webparts/common/assets/locals-1045.json;1067
"
"Azeri (Latin)","Azerski (łaciński)","/src/webpart/src/webparts/common/assets/locals-1045.json;1068
"
"Basque","Baskijski","/src/webpart/src/webparts/common/assets/locals-1045.json;1069
"
"Sorbian","Łużycki","/src/webpart/src/webparts/common/assets/locals-1045.json;1070
"
"F.Y.R.O. Macedonian","F.Y.R.O. Macedoński","/src/webpart/src/webparts/common/assets/locals-1045.json;1071
"
"Sutu","Sutu","/src/webpart/src/webparts/common/assets/locals-1045.json;1072
"
"Tsonga","Tsonga","/src/webpart/src/webparts/common/assets/locals-1045.json;1073
"
"Tswana","Tswana","/src/webpart/src/webparts/common/assets/locals-1045.json;1074
"
"Venda","Venda","/src/webpart/src/webparts/common/assets/locals-1045.json;1075
"
"Xhosa","Xhosa","/src/webpart/src/webparts/common/assets/locals-1045.json;1076
"
"Zulu","Zulu","/src/webpart/src/webparts/common/assets/locals-1045.json;1077
"
"Afrikaans - South Africa","Afrikaans - Republika Południowej Afryki","/src/webpart/src/webparts/common/assets/locals-1045.json;1078
"
"Georgian","Gruziński","/src/webpart/src/webparts/common/assets/locals-1045.json;1079
"
"Faroese","Farerski","/src/webpart/src/webparts/common/assets/locals-1045.json;1080
"
"Hindi","Hindi","/src/webpart/src/webparts/common/assets/locals-1045.json;1081
"
"Maltese","Maltański","/src/webpart/src/webparts/common/assets/locals-1045.json;1082
"
"Sami","Sami","/src/webpart/src/webparts/common/assets/locals-1045.json;1083
"
"Gaelic (Scotland)","gaelicki (Szkocja)","/src/webpart/src/webparts/common/assets/locals-1045.json;1084
"
"Yiddish","Jidysz","/src/webpart/src/webparts/common/assets/locals-1045.json;1085
"
"Malay - Malaysia","Malajski - Malezja","/src/webpart/src/webparts/common/assets/locals-1045.json;1086
"
"Kazakh","Kazachski","/src/webpart/src/webparts/common/assets/locals-1045.json;1087
"
"Kyrgyz (Cyrillic)","kirgiski (cyrylica)","/src/webpart/src/webparts/common/assets/locals-1045.json;1088
"
"Swahili","Suahili","/src/webpart/src/webparts/common/assets/locals-1045.json;1089
"
"Turkmen","Turkmeński","/src/webpart/src/webparts/common/assets/locals-1045.json;1090
"
"Uzbek (Latin)","Uzbecki (łaciński)","/src/webpart/src/webparts/common/assets/locals-1045.json;1091
"
"Tatar","Tatarski","/src/webpart/src/webparts/common/assets/locals-1045.json;1092
"
"Bengali (India)","Bengalski (Indie)","/src/webpart/src/webparts/common/assets/locals-1045.json;1093
"
"Punjabi","Pendżabski","/src/webpart/src/webparts/common/assets/locals-1045.json;1094
"
"Gujarati","Gudżarati","/src/webpart/src/webparts/common/assets/locals-1045.json;1095
"
"Oriya","Orija","/src/webpart/src/webparts/common/assets/locals-1045.json;1096
"
"Tamil","Tamilski","/src/webpart/src/webparts/common/assets/locals-1045.json;1097
"
"Telugu","Telugu","/src/webpart/src/webparts/common/assets/locals-1045.json;1098
"
"Kannada","Kannada","/src/webpart/src/webparts/common/assets/locals-1045.json;1099
"
"Malayalam","Malayalam","/src/webpart/src/webparts/common/assets/locals-1045.json;1100
"
"Assamese","Assamese","/src/webpart/src/webparts/common/assets/locals-1045.json;1101
"
"Marathi","Marathi","/src/webpart/src/webparts/common/assets/locals-1045.json;1102
"
"Sanskrit","Sanskryt","/src/webpart/src/webparts/common/assets/locals-1045.json;1103
"
"Mongolian (Cyrillic)","mongolski (cyrylica)","/src/webpart/src/webparts/common/assets/locals-1045.json;1104
"
"Tibetan - People's Republic of China","Tybetański - Chińska Republika Ludowa","/src/webpart/src/webparts/common/assets/locals-1045.json;1105
"
"Welsh","Walijski","/src/webpart/src/webparts/common/assets/locals-1045.json;1106
"
"Khmer","Khmerski","/src/webpart/src/webparts/common/assets/locals-1045.json;1107
"
"Lao","Laotański","/src/webpart/src/webparts/common/assets/locals-1045.json;1108
"
"Burmese","Birmański","/src/webpart/src/webparts/common/assets/locals-1045.json;1109
"
"Galician","Galicyjski","/src/webpart/src/webparts/common/assets/locals-1045.json;1110
"
"Konkani","Konkani","/src/webpart/src/webparts/common/assets/locals-1045.json;1111
"
"Manipuri","Manipuri","/src/webpart/src/webparts/common/assets/locals-1045.json;1112
"
"Sindhi - India","Sindhi - Indie","/src/webpart/src/webparts/common/assets/locals-1045.json;1113
"
"Syriac","Syryjski","/src/webpart/src/webparts/common/assets/locals-1045.json;1114
"
"Sinhalese - Sri Lanka","Syngaleski - Sri Lanka","/src/webpart/src/webparts/common/assets/locals-1045.json;1115
"
"Cherokee - United States","Cherokee - Stany Zjednoczone","/src/webpart/src/webparts/common/assets/locals-1045.json;1116
"
"Inuktitut","Inuktitut","/src/webpart/src/webparts/common/assets/locals-1045.json;1117
"
"Amharic - Ethiopia","Amharski - Etiopia","/src/webpart/src/webparts/common/assets/locals-1045.json;1118
"
"Tamazight (Arabic)","Tamazight (arabski)","/src/webpart/src/webparts/common/assets/locals-1045.json;1119
"
"Kashmiri (Arabic)","Kaszmirski (arabski)","/src/webpart/src/webparts/common/assets/locals-1045.json;1120
"
"Nepali","Nepalski","/src/webpart/src/webparts/common/assets/locals-1045.json;1121
"
"Frisian - Netherlands","Frisian - Holandia","/src/webpart/src/webparts/common/assets/locals-1045.json;1122
"
"Pashto","Paszto","/src/webpart/src/webparts/common/assets/locals-1045.json;1123
"
"Filipino","Filipiński","/src/webpart/src/webparts/common/assets/locals-1045.json;1124
"
"Divehi","Divehi •","/src/webpart/src/webparts/common/assets/locals-1045.json;1125
"
"Edo","Edo","/src/webpart/src/webparts/common/assets/locals-1045.json;1126
"
"Fulfulde - Nigeria","Fulfulde - Nigeria","/src/webpart/src/webparts/common/assets/locals-1045.json;1127
"
"Hausa - Nigeria","Hausa - Nigeria","/src/webpart/src/webparts/common/assets/locals-1045.json;1128
"
"Ibibio - Nigeria","Ibibio - Nigeria","/src/webpart/src/webparts/common/assets/locals-1045.json;1129
"
"Yoruba","Joruba","/src/webpart/src/webparts/common/assets/locals-1045.json;1130
"
"Quecha - Bolivia","Quecha - Boliwia","/src/webpart/src/webparts/common/assets/locals-1045.json;1131
"
"Sepedi","Sepedi","/src/webpart/src/webparts/common/assets/locals-1045.json;1132
"
"Igbo - Nigeria","Igbo - Nigeria","/src/webpart/src/webparts/common/assets/locals-1045.json;1136
"
"Kanuri - Nigeria","Kanuri - Nigeria","/src/webpart/src/webparts/common/assets/locals-1045.json;1137
"
"Oromo","Oromo","/src/webpart/src/webparts/common/assets/locals-1045.json;1138
"
"Tigrigna - Ethiopia","Tigrigna - Etiopia","/src/webpart/src/webparts/common/assets/locals-1045.json;1139
"
"Guarani - Paraguay","Guarani - Paragwaj","/src/webpart/src/webparts/common/assets/locals-1045.json;1140
"
"Hawaiian - United States","Hawajski - Stany Zjednoczone","/src/webpart/src/webparts/common/assets/locals-1045.json;1141
"
"Latin","Łacina","/src/webpart/src/webparts/common/assets/locals-1045.json;1142
"
"Somali","Somalijski","/src/webpart/src/webparts/common/assets/locals-1045.json;1143
"
"Yi","Yi","/src/webpart/src/webparts/common/assets/locals-1045.json;1144
"
"Papiamentu","Papiamentu","/src/webpart/src/webparts/common/assets/locals-1045.json;1145
"
"Uighur - China","Ujgur - Chiny","/src/webpart/src/webparts/common/assets/locals-1045.json;1152
"
"Maori - New Zealand","Maorysi - Nowa Zelandia","/src/webpart/src/webparts/common/assets/locals-1045.json;1153
"
"Arabic - Iraq","Arabski - Irak","/src/webpart/src/webparts/common/assets/locals-1045.json;2049
"
"Chinese - People's Republic of China","Chiński - Chińska Republika Ludowa","/src/webpart/src/webparts/common/assets/locals-1045.json;2052
"
"German - Switzerland","Niemiecki - Szwajcaria","/src/webpart/src/webparts/common/assets/locals-1045.json;2055
"
"English - United Kingdom","Angielski - Wielka Brytania","/src/webpart/src/webparts/common/assets/locals-1045.json;2057
"
"Spanish - Mexico","Hiszpański - Meksyk","/src/webpart/src/webparts/common/assets/locals-1045.json;2058
"
"French - Belgium","Francuski - Belgia","/src/webpart/src/webparts/common/assets/locals-1045.json;2060
"
"Italian - Switzerland","Włoski - Szwajcaria","/src/webpart/src/webparts/common/assets/locals-1045.json;2064
"
"Dutch - Belgium","Niderlandzki - Belgia","/src/webpart/src/webparts/common/assets/locals-1045.json;2067
"
"Norwegian (Nynorsk)","Norweski (Nynorsk)","/src/webpart/src/webparts/common/assets/locals-1045.json;2068
"
"Portuguese - Portugal","Portugalski - Portugalia","/src/webpart/src/webparts/common/assets/locals-1045.json;2070
"
"Romanian - Moldava","Rumuński - Moldava","/src/webpart/src/webparts/common/assets/locals-1045.json;2072
"
"Russian - Moldava","Rosyjski - Moldava","/src/webpart/src/webparts/common/assets/locals-1045.json;2073
"
"Serbian (Latin)","Serbski (łaciński)","/src/webpart/src/webparts/common/assets/locals-1045.json;2074
"
"Swedish - Finland","Szwedzki - Finlandia","/src/webpart/src/webparts/common/assets/locals-1045.json;2077
"
"Urdu - India","Urdu - Indie","/src/webpart/src/webparts/common/assets/locals-1045.json;2080
"
"Azeri (Cyrillic)","Azerski (cyrylica)","/src/webpart/src/webparts/common/assets/locals-1045.json;2092
"
"Gaelic (Ireland)","Gaelicki (Irlandia)","/src/webpart/src/webparts/common/assets/locals-1045.json;2108
"
"Malay - Brunei Darussalam","malajski - Brunei Darussalam","/src/webpart/src/webparts/common/assets/locals-1045.json;2110
"
"Uzbek (Cyrillic)","Uzbecki (Cyrylica)","/src/webpart/src/webparts/common/assets/locals-1045.json;2115
"
"Bengali (Bangladesh)","Bengalski (Bangladesz)","/src/webpart/src/webparts/common/assets/locals-1045.json;2117
"
"Punjabi (Pakistan)","Pendżabski (Pakistan)","/src/webpart/src/webparts/common/assets/locals-1045.json;2118
"
"Mongolian (Mongolian)","Mongolski (mongolski)","/src/webpart/src/webparts/common/assets/locals-1045.json;2128
"
"Tibetan - Bhutan","Tybetański - Bhutan","/src/webpart/src/webparts/common/assets/locals-1045.json;2129
"
"Sindhi - Pakistan","Sindhi - Pakistan","/src/webpart/src/webparts/common/assets/locals-1045.json;2137
"
"Tamazight (Latin)","Tamazight (łaciński)","/src/webpart/src/webparts/common/assets/locals-1045.json;2143
"
"Kashmiri (Devanagari)","Kaszmirski (Dewanagari)","/src/webpart/src/webparts/common/assets/locals-1045.json;2144
"
"Nepali - India","Nepalski - Indie","/src/webpart/src/webparts/common/assets/locals-1045.json;2145
"
"Quecha - Ecuador","Quecha - Ekwador","/src/webpart/src/webparts/common/assets/locals-1045.json;2155
"
"Tigrigna - Eritrea","Tigrigna - Erytrea","/src/webpart/src/webparts/common/assets/locals-1045.json;2163
"
"Arabic - Egypt","Arabski - Egipt","/src/webpart/src/webparts/common/assets/locals-1045.json;3073
"
"Chinese - Hong Kong SAR","Chiński - Hongkong SAR","/src/webpart/src/webparts/common/assets/locals-1045.json;3076
"
"German - Austria","Niemiecki - Austria","/src/webpart/src/webparts/common/assets/locals-1045.json;3079
"
"English - Australia","Angielski - Polska","/src/webpart/src/webparts/common/assets/locals-1045.json;3081
"
"Spanish - Spain (Modern Sort)","Hiszpański - Hiszpania (Modern Sort)","/src/webpart/src/webparts/common/assets/locals-1045.json;3082
"
"French - Canada","Francuski - Kanada","/src/webpart/src/webparts/common/assets/locals-1045.json;3084
"
"Serbian (Cyrillic)","Serbski (Cyrylica)","/src/webpart/src/webparts/common/assets/locals-1045.json;3098
"
"Quecha - Peru","Quecha - Peru","/src/webpart/src/webparts/common/assets/locals-1045.json;3179
"
"Arabic - Libya","Arabski - Libia","/src/webpart/src/webparts/common/assets/locals-1045.json;4097
"
"Chinese - Singapore","Chiński - Singapur","/src/webpart/src/webparts/common/assets/locals-1045.json;4100
"
"German - Luxembourg","Niemiecki - Luksemburg","/src/webpart/src/webparts/common/assets/locals-1045.json;4103
"
"English - Canada","Angielski - Kanada","/src/webpart/src/webparts/common/assets/locals-1045.json;4105
"
"Spanish - Guatemala","Hiszpański - Gwatemala","/src/webpart/src/webparts/common/assets/locals-1045.json;4106
"
"French - Switzerland","Francuski - Szwajcaria","/src/webpart/src/webparts/common/assets/locals-1045.json;4108
"
"Croatian (Bosnia/Herzegovina)","Chorwacki (Bośnia/Hercegowina)","/src/webpart/src/webparts/common/assets/locals-1045.json;4122
"
"Arabic - Algeria","Arabski - Algieria","/src/webpart/src/webparts/common/assets/locals-1045.json;5121
"
"Chinese - Macao SAR","Chiński - Makau SAR","/src/webpart/src/webparts/common/assets/locals-1045.json;5124
"
"German - Liechtenstein","Niemiecki - Liechtenstein","/src/webpart/src/webparts/common/assets/locals-1045.json;5127
"
"English - New Zealand","Angielski - Nowa Zelandia","/src/webpart/src/webparts/common/assets/locals-1045.json;5129
"
"Spanish - Costa Rica","Hiszpański - Kostaryka","/src/webpart/src/webparts/common/assets/locals-1045.json;5130
"
"French - Luxembourg","Francuski - Luksemburg","/src/webpart/src/webparts/common/assets/locals-1045.json;5132
"
"Bosnian (Bosnia/Herzegovina)","Bośniacki (Bośnia/Hercegowina)","/src/webpart/src/webparts/common/assets/locals-1045.json;5146
"
"Arabic - Morocco","Arabski - Maroko","/src/webpart/src/webparts/common/assets/locals-1045.json;6145
"
"English - Ireland","Angielski - Irlandia","/src/webpart/src/webparts/common/assets/locals-1045.json;6153
"
"Spanish - Panama","Hiszpański - Panama","/src/webpart/src/webparts/common/assets/locals-1045.json;6154
