"OriginalEnglish","Translation","Locations"
"
"Introduction to SharePoint permissions, sharing, and accessibility","Úvodné informácie o povoleniach, zdieľaní a zjednodušení ovládania SharePointu","/docs/sss/v4/sk-sk/playlists.json;e6930b5b-1992-4d23-8b0c-e64a937336cb;Description
"
"Video: Create a team or communication site","Video: Vytvorenie tímu alebo komunikačnej lokality","/docs/sss/v4/sk-sk/assets.json;651cff1e-a1c8-4f9b-b026-9883141ce685;Title
"
"What is a SharePoint hub site?","Čo je lokalita rozbočovača SharePointu?","/docs/sss/v4/sk-sk/assets.json;cd4764b9-6005-4eb3-b414-8376983f3792;Title
"
"What is a document library?","Čo je knižnica dokumentov?","/docs/sss/v4/sk-sk/assets.json;d59696be-04aa-4bba-a932-c5b0f9c18d97;Title
"
"Get started with Microsoft Lists","Začíname so zoznamami spoločnosti Microsoft","/docs/sss/v4/sk-sk/assets.json;e9721652-7d13-4327-84ce-432a07697db4;Title
"
"Create a Communication site in SharePoint","Vytvorenie komunikačnej lokality v SharePointe","/docs/sss/v4/sk-sk/assets.json;273a0341-123c-473e-a35a-241342b5977d;Title
"
"Create a Team site in SharePoint","Vytvorenie tímovej lokality v SharePointe","/docs/sss/v4/sk-sk/assets.json;69ee4906-8006-4f74-8b69-263881c1a240;Title
"
"Associate a SharePoint site with a hub","Priradenie lokality SharePoint k rozbočovaču","/docs/sss/v4/sk-sk/assets.json;0040579b-5271-4a4c-bc4e-83dcbf8c243a;Title
"
"Customize the navigation on your SharePoint site","Prispôsobenie navigácie na lokalite SharePoint","/docs/sss/v4/sk-sk/assets.json;ad7d7d4d-f9b4-4097-80eb-8816a8003374;Title
"
"Customize your SharePoint site","Prispôsobenie lokality SharePoint","/docs/sss/v4/sk-sk/assets.json;d24f6e10-708a-46fb-b50b-26e6f8e3129c;Title
"
"Add texts and tables to your page","Pridanie textov a tabuliek na stranu","/docs/sss/v4/sk-sk/assets.json;efca39c9-07b3-4d40-9c90-022dc73ea611;Title
"
"Use the Image web part","Používanie webovej časti Obrázok","/docs/sss/v4/sk-sk/assets.json;b47bf41b-369f-4f69-9821-e749a2654f71;Title
"
"Share a site","Zdieľanie lokality","/docs/sss/v4/sk-sk/assets.json;cb7144ef-27af-4cac-9b49-1ad15e129ea4;Title
"
"Manage your SharePoint site settings","Správa nastavení lokality SharePoint","/docs/sss/v4/sk-sk/assets.json;d43e875f-02e2-4ed6-83f5-8b4700f8bac3;Title
"
"View usage data for your SharePoint site","Zobrazenie údajov o používaní lokality SharePoint","/docs/sss/v4/sk-sk/assets.json;603b00b9-efd6-4e4f-a174-6565375ac529;Title
"
"Delete a SharePoint site or subsite","Odstránenie lokality alebo podložete SharePointu","/docs/sss/v4/sk-sk/assets.json;00827e92-460c-417d-b141-9b5fb91d8c42;Title
"
"Collaborating with Teams, SharePoint, and OneDrive","Spolupráca so tímami Teams, SharePointom a OneDrivom","/docs/sss/v4/sk-sk/assets.json;765f3fe7-7822-4d09-abe9-9d24a3b569d7;Title
"
"Create a Microsoft Team from SharePoint","Vytvorenie tímu spoločnosti Microsoft zo SharePointu","/docs/sss/v4/sk-sk/assets.json;ebf49e3b-98f8-49a2-b048-ce55c7d3d914;Title
"
"Add a SharePoint page or list to a channel in Teams","Pridanie stránky alebo zoznamu SharePointu do kanála v službe Teams","/docs/sss/v4/sk-sk/assets.json;c9e42071-d443-4ca5-85b0-042590484a8e;Title
"
"Use Microsoft Planner on your SharePoint site","Používanie programu Microsoft Planner na lokalite SharePoint","/docs/sss/v4/sk-sk/assets.json;612dff49-7273-46a0-85ae-0edc6b1c62b5;Title
"
"Use the Planner web part","Používanie webovej časti Plánovač","/docs/sss/v4/sk-sk/assets.json;c62777e3-3b77-4b3d-aff1-590a9e9646c1;Title
"
"Use the Yammer web parts in SharePoint Online","Používanie webových častí Yammera v SharePointe Online","/docs/sss/v4/sk-sk/assets.json;bd3193b4-6aff-440a-878a-8c09ac310931;Title
"
"Overview of Audience Targeting in Modern SharePoint sites","Prehľad zacielenia na publikum v moderných lokalitách SharePoint","/docs/sss/v4/sk-sk/assets.json;7e63eb42-2f1f-4afb-b6e3-43ada4faf681;Title
"
"Target files, news and pages to specific audiences","Cieľové súbory, správy a stránky pre konkrétne publikum","/docs/sss/v4/sk-sk/assets.json;b2258863-188f-4714-9fa0-54836385bff4;Title
"
"Use the Highlighted content web part","Používanie webovej časti Zvýraznený obsah","/docs/sss/v4/sk-sk/assets.json;581f02ec-0666-4406-80a9-510d67feed77;Title
"
"Use the Recent documents web part","Použitie webovej časti Posledné dokumenty","/docs/sss/v4/sk-sk/assets.json;889942d3-5ec1-43fa-b56c-6d5be1a51a4b;Title
"
"Use the Sites web part","Používanie webovej časti Lokality","/docs/sss/v4/sk-sk/assets.json;7ed6a352-9328-49ad-9ee1-0baaeedef979;Title
"
"Video: Stay connected using the SharePoint mobile app","Video: Zostaňte pripojení pomocou mobilnej aplikácie SharePoint","/docs/sss/v4/sk-sk/assets.json;720182be-f59c-4dd4-ae7f-82fda5ffa5ec;Title
"
"Create an internal product launch site","Vytvorenie internej lokality uvedenia produktu na trh","/docs/sss/v4/sk-sk/assets.json;ad905a16-d54d-4fd0-be6a-d108165735d7;Title
"
"Create a new hire site","Vytvorenie novej lokality prenájmu","/docs/sss/v4/sk-sk/assets.json;06883190-b2a3-4e66-8e71-b8e16915460c;Title
"
"Create a community site","Vytvorenie komunitnej lokality","/docs/sss/v4/sk-sk/assets.json;2f36ab3e-0bf1-4d60-b9aa-3584e2271219;Title
"
"Create a project collaboration space","Vytvorenie priestoru na spoluprácu projektov","/docs/sss/v4/sk-sk/assets.json;809ef3fb-4201-446b-8e0d-b239bac5db52;Title
"
"Use the Quick links web part","Používanie webovej časti Rýchle prepojenia","/docs/sss/v4/sk-sk/assets.json;636c403e-235e-47bb-9186-d3dacc98edfc;Title
"
"Overview: site permission and sharing for site owners","Prehľad: povolenie lokality a zdieľanie pre vlastníkov lokalít","/docs/sss/v4/sk-sk/assets.json;8e19595a-2499-4e67-8897-db5ae71b182e;Title
"
"Make your SharePoint site accessible to people with disabilities","Sprístupnenie lokality SharePoint osobám so zdravotným postihnutím","/docs/sss/v4/sk-sk/assets.json;1915a4bf-b7f1-456f-926f-36fd22250382;Title
"
"Using web parts on SharePoint pages","Používanie webových častí na stránkach SharePointu","/docs/sss/v4/sk-sk/assets.json;21ef9262-921b-42f3-8196-f60d0552ac13;Title
"
"Use the News web part on a SharePoint page","Používanie webovej časti Správy na stránke SharePointu","/docs/sss/v4/sk-sk/assets.json;f8aef834-604b-4469-b84f-2b0ba2285d24;Title
"
"Create a document library in SharePoint","Vytvorenie knižnice dokumentov v SharePointe","/docs/sss/v4/sk-sk/assets.json;424c7d30-f7ae-4e24-bda5-ed1bb70c6455;Title
"
"Create a list in SharePoint","Vytvorenie zoznamu v SharePointe","/docs/sss/v4/sk-sk/assets.json;959315c6-50e7-48e5-beb8-76175908d260;Title
"
"Plan your SharePoint communication site","Plánovanie komunikačnej lokality SharePointu","/docs/sss/v4/sk-sk/assets.json;06ae6bce-eb18-4cf7-8f80-5d94b69053ad;Title
"
"Overview of how to build your site","Prehľad o tom, ako vytvoriť svoj web","/docs/sss/v4/sk-sk/assets.json;f31c13d3-3753-4cc9-93f2-c3134d81a798;Title
"
"Manage your SharePoint communication site","Správa komunikačnej lokality SharePointu","/docs/sss/v4/sk-sk/assets.json;e43325fe-6608-4125-a0c6-d771042d86ef;Title
"
"Create and share news on your SharePoint sites","Vytváranie a zdieľanie správ na lokalitách SharePointu","/docs/sss/v4/sk-sk/assets.json;36817246-de68-4510-97cb-25abedf98d25;Title
"
"SharePoint Success Site","Lokalita s úspechom SharePointu","/docs/sss/v4/sk-sk/metadata.json;Category;51fa7728-5658-4a2e-b08e-e004ca0f3b46
"
"Plan your site","Plánovanie lokality","/docs/sss/v4/sk-sk/metadata.json;Subcategory;5f078eee-488b-4d28-b2a4-2a68a6662db6
"
"Build your site","Vytvorenie lokality","/docs/sss/v4/sk-sk/metadata.json;Subcategory;35d96c14-6269-4cdf-8ac1-2944bb278860
"
"Launch and manage your site","Spustenie a správa lokality","/docs/sss/v4/sk-sk/metadata.json;Subcategory;6be8e21b-c070-4305-a3d1-996569adcfbe
"
"Advanced site creation","Rozšírené vytváranie lokality","/docs/sss/v4/sk-sk/metadata.json;Subcategory;4f65a4f2-c43a-415b-b576-13744eb618b2
"
"Arabic - Saudi Arabia","Arabčina - Saudská Arábia","/src/webpart/src/webparts/common/assets/locals-1051.json;1025
"
"Bulgarian","Bulharčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1026
"
"Catalan","Katalánčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1027
"
"Chinese - Taiwan","Čínština - Taiwan","/src/webpart/src/webparts/common/assets/locals-1051.json;1028
"
"Czech","Čeština","/src/webpart/src/webparts/common/assets/locals-1051.json;1029
"
"Danish","Dánčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1030
"
"German - Germany","Nemčina - Nemecko","/src/webpart/src/webparts/common/assets/locals-1051.json;1031
"
"Greek","Gréčtina","/src/webpart/src/webparts/common/assets/locals-1051.json;1032
"
"English - United States","Angličtina - Spojené štáty americké","/src/webpart/src/webparts/common/assets/locals-1051.json;1033
"
"Spanish - Spain (Traditional Sort)","Španielčina - Španielsko (tradičný druh)","/src/webpart/src/webparts/common/assets/locals-1051.json;1034
"
"Finnish","Fínčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1035
"
"French - France","Francúzština - Francúzsko","/src/webpart/src/webparts/common/assets/locals-1051.json;1036
"
"Hebrew","Hebrejčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1037
"
"Hungarian","Maďarčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1038
"
"Icelandic","Islandčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1039
"
"Italian - Italy","Taliančina - Taliansko","/src/webpart/src/webparts/common/assets/locals-1051.json;1040
"
"Japanese","Japončina","/src/webpart/src/webparts/common/assets/locals-1051.json;1041
"
"Korean","Kórejčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1042
"
"Dutch - Netherlands","Holandčina - Holandsko","/src/webpart/src/webparts/common/assets/locals-1051.json;1043
"
"Norwegian (Bokmål)","nórčina (Bokmal)","/src/webpart/src/webparts/common/assets/locals-1051.json;1044
"
"Polish","Poľština","/src/webpart/src/webparts/common/assets/locals-1051.json;1045
"
"Portuguese - Brazil","Portugalčina - Brazília","/src/webpart/src/webparts/common/assets/locals-1051.json;1046
"
"Rhaeto-Romanic","Rhaeto-romansky","/src/webpart/src/webparts/common/assets/locals-1051.json;1047
"
"Romanian","Rumunčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1048
"
"Russian","Ruština","/src/webpart/src/webparts/common/assets/locals-1051.json;1049
"
"Croatian","Chorvátčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1050
"
"Slovak","Slovenčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1051
"
"Albanian - Albania","Albánsko - Albánsko","/src/webpart/src/webparts/common/assets/locals-1051.json;1052
"
"Swedish","Švédčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1053
"
"Thai","Thajčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1054
"
"Turkish","Turečtina","/src/webpart/src/webparts/common/assets/locals-1051.json;1055
"
"Urdu - Pakistan","Urdu - Pakistan","/src/webpart/src/webparts/common/assets/locals-1051.json;1056
"
"Indonesian","Indonézština","/src/webpart/src/webparts/common/assets/locals-1051.json;1057
"
"Ukrainian","Ukrajinčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1058
"
"Belarusian","Bieloruština","/src/webpart/src/webparts/common/assets/locals-1051.json;1059
"
"Slovenian","Slovinčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1060
"
"Estonian","Estónčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1061
"
"Latvian","Lotyština","/src/webpart/src/webparts/common/assets/locals-1051.json;1062
"
"Lithuanian","Litovčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1063
"
"Tajik","Tadžičtina","/src/webpart/src/webparts/common/assets/locals-1051.json;1064
"
"Persian","Perzština","/src/webpart/src/webparts/common/assets/locals-1051.json;1065
"
"Vietnamese","Vietnamčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1066
"
"Armenian - Armenia","Arménsko - Arménsko","/src/webpart/src/webparts/common/assets/locals-1051.json;1067
"
"Azeri (Latin)","Azerbajdžančina (latinka)","/src/webpart/src/webparts/common/assets/locals-1051.json;1068
"
"Basque","Baskičtina","/src/webpart/src/webparts/common/assets/locals-1051.json;1069
"
"Sorbian","Lužickosrbský","/src/webpart/src/webparts/common/assets/locals-1051.json;1070
"
"F.Y.R.O. Macedonian","F.Y.R.O. Macedónsky","/src/webpart/src/webparts/common/assets/locals-1051.json;1071
"
"Sutu","Sutu","/src/webpart/src/webparts/common/assets/locals-1051.json;1072
"
"Tsonga","Tsonga","/src/webpart/src/webparts/common/assets/locals-1051.json;1073
"
"Tswana","Tswančina","/src/webpart/src/webparts/common/assets/locals-1051.json;1074
"
"Venda","Venda","/src/webpart/src/webparts/common/assets/locals-1051.json;1075
"
"Xhosa","Xhoština","/src/webpart/src/webparts/common/assets/locals-1051.json;1076
"
"Zulu","Zuluština","/src/webpart/src/webparts/common/assets/locals-1051.json;1077
"
"Afrikaans - South Africa","Afrikánčina - Južná Afrika","/src/webpart/src/webparts/common/assets/locals-1051.json;1078
"
"Georgian","Gruzínčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1079
"
"Faroese","Faerčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1080
"
"Hindi","Hindčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1081
"
"Maltese","Maltčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1082
"
"Sami","Sami","/src/webpart/src/webparts/common/assets/locals-1051.json;1083
"
"Gaelic (Scotland)","Gaelčina (Škótsko)","/src/webpart/src/webparts/common/assets/locals-1051.json;1084
"
"Yiddish","Jidiš","/src/webpart/src/webparts/common/assets/locals-1051.json;1085
"
"Malay - Malaysia","Malaj - Malajzia","/src/webpart/src/webparts/common/assets/locals-1051.json;1086
"
"Kazakh","Kazaština","/src/webpart/src/webparts/common/assets/locals-1051.json;1087
"
"Kyrgyz (Cyrillic)","Kirgizsko (cyrilika)","/src/webpart/src/webparts/common/assets/locals-1051.json;1088
"
"Swahili","Swahilčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1089
"
"Turkmen","Turkménčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1090
"
"Uzbek (Latin)","Uzbecký (latinčina)","/src/webpart/src/webparts/common/assets/locals-1051.json;1091
"
"Tatar","Tatárčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1092
"
"Bengali (India)","Bengálčina (India)","/src/webpart/src/webparts/common/assets/locals-1051.json;1093
"
"Punjabi","Pandžábčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1094
"
"Gujarati","Gudžarátčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1095
"
"Oriya","Oriya","/src/webpart/src/webparts/common/assets/locals-1051.json;1096
"
"Tamil","Tamilčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1097
"
"Telugu","Telugčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1098
"
"Kannada","Kannadčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1099
"
"Malayalam","Malajámčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1100
"
"Assamese","Assamese","/src/webpart/src/webparts/common/assets/locals-1051.json;1101
"
"Marathi","Maráthčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1102
"
"Sanskrit","Sanskrit","/src/webpart/src/webparts/common/assets/locals-1051.json;1103
"
"Mongolian (Cyrillic)","Mongolčina (cyrilika)","/src/webpart/src/webparts/common/assets/locals-1051.json;1104
"
"Tibetan - People's Republic of China","Tibetská ľudová republika Čínska ľudová republika","/src/webpart/src/webparts/common/assets/locals-1051.json;1105
"
"Welsh","Waleština","/src/webpart/src/webparts/common/assets/locals-1051.json;1106
"
"Khmer","Khmérčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1107
"
"Lao","Laoština","/src/webpart/src/webparts/common/assets/locals-1051.json;1108
"
"Burmese","Barmský","/src/webpart/src/webparts/common/assets/locals-1051.json;1109
"
"Galician","Galícijčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1110
"
"Konkani","Konkani","/src/webpart/src/webparts/common/assets/locals-1051.json;1111
"
"Manipuri","Manipuri","/src/webpart/src/webparts/common/assets/locals-1051.json;1112
"
"Sindhi - India","Sindhi - India","/src/webpart/src/webparts/common/assets/locals-1051.json;1113
"
"Syriac","Sýrsky","/src/webpart/src/webparts/common/assets/locals-1051.json;1114
"
"Sinhalese - Sri Lanka","Sinhálski - Srí Lanka","/src/webpart/src/webparts/common/assets/locals-1051.json;1115
"
"Cherokee - United States","Cherokee - Spojené štáty americké","/src/webpart/src/webparts/common/assets/locals-1051.json;1116
"
"Inuktitut","Inuktitut","/src/webpart/src/webparts/common/assets/locals-1051.json;1117
"
"Amharic - Ethiopia","Amharská - Etiópia","/src/webpart/src/webparts/common/assets/locals-1051.json;1118
"
"Tamazight (Arabic)","Tamazight (arabčina)","/src/webpart/src/webparts/common/assets/locals-1051.json;1119
"
"Kashmiri (Arabic)","Kašmírčina (arabčina)","/src/webpart/src/webparts/common/assets/locals-1051.json;1120
"
"Nepali","Nepálčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1121
"
"Frisian - Netherlands","Frisian - Holandsko","/src/webpart/src/webparts/common/assets/locals-1051.json;1122
"
"Pashto","Pašto","/src/webpart/src/webparts/common/assets/locals-1051.json;1123
"
"Filipino","Filipínčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1124
"
"Divehi","Divehi","/src/webpart/src/webparts/common/assets/locals-1051.json;1125
"
"Edo","Edo","/src/webpart/src/webparts/common/assets/locals-1051.json;1126
"
"Fulfulde - Nigeria","Fulfulde - Nigéria","/src/webpart/src/webparts/common/assets/locals-1051.json;1127
"
"Hausa - Nigeria","Hausa - Nigéria","/src/webpart/src/webparts/common/assets/locals-1051.json;1128
"
"Ibibio - Nigeria","Ibibio - Nigéria","/src/webpart/src/webparts/common/assets/locals-1051.json;1129
"
"Yoruba","Yoruba","/src/webpart/src/webparts/common/assets/locals-1051.json;1130
"
"Quecha - Bolivia","Quecha - Bolívia","/src/webpart/src/webparts/common/assets/locals-1051.json;1131
"
"Sepedi","Sepedi","/src/webpart/src/webparts/common/assets/locals-1051.json;1132
"
"Igbo - Nigeria","Igbo - Nigéria","/src/webpart/src/webparts/common/assets/locals-1051.json;1136
"
"Kanuri - Nigeria","Kanuri - Nigéria","/src/webpart/src/webparts/common/assets/locals-1051.json;1137
"
"Oromo","Oromo","/src/webpart/src/webparts/common/assets/locals-1051.json;1138
"
"Tigrigna - Ethiopia","Tigrigna - Etiópia","/src/webpart/src/webparts/common/assets/locals-1051.json;1139
"
"Guarani - Paraguay","Guarani - Paraguaj","/src/webpart/src/webparts/common/assets/locals-1051.json;1140
"
"Hawaiian - United States","Havajský - Spojené štáty americké","/src/webpart/src/webparts/common/assets/locals-1051.json;1141
"
"Latin","Latinčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1142
"
"Somali","Somálčina","/src/webpart/src/webparts/common/assets/locals-1051.json;1143
"
"Yi","Yi","/src/webpart/src/webparts/common/assets/locals-1051.json;1144
"
"Papiamentu","Papiamentu","/src/webpart/src/webparts/common/assets/locals-1051.json;1145
"
"Uighur - China","Ujgur - Čína","/src/webpart/src/webparts/common/assets/locals-1051.json;1152
"
"Maori - New Zealand","Maori - Nový Zéland","/src/webpart/src/webparts/common/assets/locals-1051.json;1153
"
"Arabic - Iraq","Arabčina - Irak","/src/webpart/src/webparts/common/assets/locals-1051.json;2049
"
"Chinese - People's Republic of China","Čínska ľudová republika","/src/webpart/src/webparts/common/assets/locals-1051.json;2052
"
"German - Switzerland","Nemčina - Švajčiarsko","/src/webpart/src/webparts/common/assets/locals-1051.json;2055
"
"English - United Kingdom","Angličtina - Veľká Británia","/src/webpart/src/webparts/common/assets/locals-1051.json;2057
"
"Spanish - Mexico","Španielčina - Mexiko","/src/webpart/src/webparts/common/assets/locals-1051.json;2058
"
"French - Belgium","Francúzština - Belgicko","/src/webpart/src/webparts/common/assets/locals-1051.json;2060
"
"Italian - Switzerland","Taliančina - Švajčiarsko","/src/webpart/src/webparts/common/assets/locals-1051.json;2064
"
"Dutch - Belgium","Holandčina - Belgicko","/src/webpart/src/webparts/common/assets/locals-1051.json;2067
"
"Norwegian (Nynorsk)","Nórčina (nynorská)","/src/webpart/src/webparts/common/assets/locals-1051.json;2068
"
"Portuguese - Portugal","Portugalčina - Portugalsko","/src/webpart/src/webparts/common/assets/locals-1051.json;2070
"
"Romanian - Moldava","Rumunčina - Moldava","/src/webpart/src/webparts/common/assets/locals-1051.json;2072
"
"Russian - Moldava","Ruština - Moldava","/src/webpart/src/webparts/common/assets/locals-1051.json;2073
"
"Serbian (Latin)","Srbčina (latinka)","/src/webpart/src/webparts/common/assets/locals-1051.json;2074
"
"Swedish - Finland","Švédčina - Fínsko","/src/webpart/src/webparts/common/assets/locals-1051.json;2077
"
"Urdu - India","Urdu - India","/src/webpart/src/webparts/common/assets/locals-1051.json;2080
"
"Azeri (Cyrillic)","Azerbajdžančina (cyrilika)","/src/webpart/src/webparts/common/assets/locals-1051.json;2092
"
"Gaelic (Ireland)","Gaelčina (Írsko)","/src/webpart/src/webparts/common/assets/locals-1051.json;2108
"
"Malay - Brunei Darussalam","Malaj - Brunej Darussalam","/src/webpart/src/webparts/common/assets/locals-1051.json;2110
"
"Uzbek (Cyrillic)","Uzbečtina (cyrilika)","/src/webpart/src/webparts/common/assets/locals-1051.json;2115
"
"Bengali (Bangladesh)","Bengálčina (Bangladéš)","/src/webpart/src/webparts/common/assets/locals-1051.json;2117
"
"Punjabi (Pakistan)","Pandžáb (Pakistan)","/src/webpart/src/webparts/common/assets/locals-1051.json;2118
"
"Mongolian (Mongolian)","Mongolský (mongolský)","/src/webpart/src/webparts/common/assets/locals-1051.json;2128
"
"Tibetan - Bhutan","Tibetský - Bhután","/src/webpart/src/webparts/common/assets/locals-1051.json;2129
"
"Sindhi - Pakistan","Sindhi - Pakistan","/src/webpart/src/webparts/common/assets/locals-1051.json;2137
"
"Tamazight (Latin)","Tamazight (latinčina)","/src/webpart/src/webparts/common/assets/locals-1051.json;2143
"
"Kashmiri (Devanagari)","Kašmír (Devanagari)","/src/webpart/src/webparts/common/assets/locals-1051.json;2144
"
"Nepali - India","Nepál - India","/src/webpart/src/webparts/common/assets/locals-1051.json;2145
"
"Quecha - Ecuador","Quecha - Ekvádor","/src/webpart/src/webparts/common/assets/locals-1051.json;2155
"
"Tigrigna - Eritrea","Tigrigna - Eritrea","/src/webpart/src/webparts/common/assets/locals-1051.json;2163
"
"Arabic - Egypt","Arabčina - Egypt","/src/webpart/src/webparts/common/assets/locals-1051.json;3073
"
"Chinese - Hong Kong SAR","Čínština - Hongkong SAR","/src/webpart/src/webparts/common/assets/locals-1051.json;3076
"
"German - Austria","Nemčina - Rakúsko","/src/webpart/src/webparts/common/assets/locals-1051.json;3079
"
"English - Australia","Angličtina - Austrália","/src/webpart/src/webparts/common/assets/locals-1051.json;3081
"
"Spanish - Spain (Modern Sort)","Španielčina - Španielsko (moderný druh)","/src/webpart/src/webparts/common/assets/locals-1051.json;3082
"
"French - Canada","Francúzština - Kanada","/src/webpart/src/webparts/common/assets/locals-1051.json;3084
"
"Serbian (Cyrillic)","Srbčina (cyrilika)","/src/webpart/src/webparts/common/assets/locals-1051.json;3098
"
"Quecha - Peru","Quecha - Peru","/src/webpart/src/webparts/common/assets/locals-1051.json;3179
"
"Arabic - Libya","Arabčina - Líbya","/src/webpart/src/webparts/common/assets/locals-1051.json;4097
"
"Chinese - Singapore","Čínština - Singapur","/src/webpart/src/webparts/common/assets/locals-1051.json;4100
"
"German - Luxembourg","Nemčina - Luxembursko","/src/webpart/src/webparts/common/assets/locals-1051.json;4103
"
"English - Canada","Angličtina - Kanada","/src/webpart/src/webparts/common/assets/locals-1051.json;4105
"
"Spanish - Guatemala","Španielčina - Guatemala","/src/webpart/src/webparts/common/assets/locals-1051.json;4106
"
"French - Switzerland","Francúzština - Švajčiarsko","/src/webpart/src/webparts/common/assets/locals-1051.json;4108
"
"Croatian (Bosnia/Herzegovina)","Chorvátčina (Bosna/Hercegovina)","/src/webpart/src/webparts/common/assets/locals-1051.json;4122
"
"Arabic - Algeria","Arabčina - Alžírsko","/src/webpart/src/webparts/common/assets/locals-1051.json;5121
"
"Chinese - Macao SAR","Čínština - Macao SAR","/src/webpart/src/webparts/common/assets/locals-1051.json;5124
"
"German - Liechtenstein","Nemčina - Lichtenštajnsko","/src/webpart/src/webparts/common/assets/locals-1051.json;5127
"
"English - New Zealand","Angličtina - Nový Zéland","/src/webpart/src/webparts/common/assets/locals-1051.json;5129
"
"Spanish - Costa Rica","Španielčina - Kostarika","/src/webpart/src/webparts/common/assets/locals-1051.json;5130
"
"French - Luxembourg","Francúzština - Luxembursko","/src/webpart/src/webparts/common/assets/locals-1051.json;5132
"
"Bosnian (Bosnia/Herzegovina)","Bosniak (Bosna/Hercegovina)","/src/webpart/src/webparts/common/assets/locals-1051.json;5146
"
"Arabic - Morocco","Arabčina - Maroko","/src/webpart/src/webparts/common/assets/locals-1051.json;6145
"
"English - Ireland","Angličtina - Írsko","/src/webpart/src/webparts/common/assets/locals-1051.json;6153
"
"Spanish - Panama","Španielčina - Panama","/src/webpart/src/webparts/common/assets/locals-1051.json;6154
"
"French - Monaco","Francúzština - Monako","/src/webpart/src/webparts/common/assets/locals-1051.json;6156
"
"Arabic - Tunisia","Arabčina - Tunisko","/src/webpart/src/webparts/common/assets/locals-1051.json;7169
"
"English - South Africa","Angličtina - Južná Afrika","/src/webpart/src/webparts/common/assets/locals-1051.json;7177
"
"Spanish - Dominican Republic","Španielčina - Dominikánska republika","/src/webpart/src/webparts/common/assets/locals-1051.json;7178
"
"French - West Indies","Francúzština - Západná India","/src/webpart/src/webparts/common/assets/locals-1051.json;7180
"
"Arabic - Oman","Arabčina - Omán","/src/webpart/src/webparts/common/assets/locals-1051.json;8193
"
"English - Jamaica","Angličtina - Jamajka","/src/webpart/src/webparts/common/assets/locals-1051.json;8201
"
"Spanish - Venezuela","Španielčina - Venezuela","/src/webpart/src/webparts/common/assets/locals-1051.json;8202
"
"French - Reunion","Francúzština - Stretnutie","/src/webpart/src/webparts/common/assets/locals-1051.json;8204
"
"Arabic - Yemen","Arabčina - Jemen","/src/webpart/src/webparts/common/assets/locals-1051.json;9217
"
"English - Caribbean","Angličtina - Karibik","/src/webpart/src/webparts/common/assets/locals-1051.json;9225
"
"Spanish - Colombia","Španielčina - Kolumbia","/src/webpart/src/webparts/common/assets/locals-1051.json;9226
"
"French - Democratic Rep. of Congo","Francúzština - Demokratická poslankyňa Konga","/src/webpart/src/webparts/common/assets/locals-1051.json;9228
"
"Arabic - Syria","Arabčina - Sýria","/src/webpart/src/webparts/common/assets/locals-1051.json;10241
"
"English - Belize","Angličtina - Belize","/src/webpart/src/webparts/common/assets/locals-1051.json;10249
"
"Spanish - Peru","Španielčina - Peru","/src/webpart/src/webparts/common/assets/locals-1051.json;10250
"
"French - Senegal","Francúzština - Senegal","/src/webpart/src/webparts/common/assets/locals-1051.json;10252
"
"Arabic - Jordan","Arabčina - Jordánsko","/src/webpart/src/webparts/common/assets/locals-1051.json;11265
"
"English - Trinidad","Angličtina - Trinidad","/src/webpart/src/webparts/common/assets/locals-1051.json;11273
