"OriginalEnglish","Translation","Locations"
"Hindi","Hindi","/src/webpart/src/webparts/common/assets/locals-1048.json;1081
"
"Maltese","Malteză","/src/webpart/src/webparts/common/assets/locals-1048.json;1082
"
"Sami","Sami","/src/webpart/src/webparts/common/assets/locals-1048.json;1083
"
"Gaelic (Scotland)","Galeză (Scoția)","/src/webpart/src/webparts/common/assets/locals-1048.json;1084
"
"Yiddish","Idiș","/src/webpart/src/webparts/common/assets/locals-1048.json;1085
"
"Malay - Malaysia","Malay - Malaezia","/src/webpart/src/webparts/common/assets/locals-1048.json;1086
"
"Kazakh","Kazahă","/src/webpart/src/webparts/common/assets/locals-1048.json;1087
"
"Kyrgyz (Cyrillic)","Kârgâzstan (chirilic)","/src/webpart/src/webparts/common/assets/locals-1048.json;1088
"
"Swahili","Swahili","/src/webpart/src/webparts/common/assets/locals-1048.json;1089
"
"Turkmen","Turkmenă","/src/webpart/src/webparts/common/assets/locals-1048.json;1090
"
"Uzbek (Latin)","Uzbecă (latină)","/src/webpart/src/webparts/common/assets/locals-1048.json;1091
"
"Tatar","Tătară","/src/webpart/src/webparts/common/assets/locals-1048.json;1092
"
"Bengali (India)","Bengaleză (India)","/src/webpart/src/webparts/common/assets/locals-1048.json;1093
"
"Punjabi","Punjabi","/src/webpart/src/webparts/common/assets/locals-1048.json;1094
"
"Gujarati","Gujarati","/src/webpart/src/webparts/common/assets/locals-1048.json;1095
"
"Oriya","Oriya","/src/webpart/src/webparts/common/assets/locals-1048.json;1096
"
"Tamil","Tamil","/src/webpart/src/webparts/common/assets/locals-1048.json;1097
"
"Telugu","Telugu","/src/webpart/src/webparts/common/assets/locals-1048.json;1098
"
"Kannada","Kannada","/src/webpart/src/webparts/common/assets/locals-1048.json;1099
"
"Malayalam","Malayalam","/src/webpart/src/webparts/common/assets/locals-1048.json;1100
"
"Assamese","Asameză","/src/webpart/src/webparts/common/assets/locals-1048.json;1101
"
"Marathi","Marathi","/src/webpart/src/webparts/common/assets/locals-1048.json;1102
"
"Sanskrit","Sanscrită","/src/webpart/src/webparts/common/assets/locals-1048.json;1103
"
"Mongolian (Cyrillic)","Mongolă (chirilic)","/src/webpart/src/webparts/common/assets/locals-1048.json;1104
"
"Tibetan - People's Republic of China","Tibetan - Republica Populară Chineză","/src/webpart/src/webparts/common/assets/locals-1048.json;1105
"
"Welsh","Velşă","/src/webpart/src/webparts/common/assets/locals-1048.json;1106
"
"Khmer","Khmeră","/src/webpart/src/webparts/common/assets/locals-1048.json;1107
"
"Lao","Lao","/src/webpart/src/webparts/common/assets/locals-1048.json;1108
"
"Burmese","Birman","/src/webpart/src/webparts/common/assets/locals-1048.json;1109
"
"Galician","Galiciană","/src/webpart/src/webparts/common/assets/locals-1048.json;1110
"
"Konkani","Konkani","/src/webpart/src/webparts/common/assets/locals-1048.json;1111
"
"Manipuri","Manipuri","/src/webpart/src/webparts/common/assets/locals-1048.json;1112
"
"Sindhi - India","Sindhi - India","/src/webpart/src/webparts/common/assets/locals-1048.json;1113
"
"Syriac","Siriacă","/src/webpart/src/webparts/common/assets/locals-1048.json;1114
"
"Sinhalese - Sri Lanka","Sinhalese - Sri Lanka","/src/webpart/src/webparts/common/assets/locals-1048.json;1115
"
"Cherokee - United States","Cherokee - Statele Unite ale Americii","/src/webpart/src/webparts/common/assets/locals-1048.json;1116
"
"Inuktitut","Inuktitut","/src/webpart/src/webparts/common/assets/locals-1048.json;1117
"
"Amharic - Ethiopia","Amharic - Etiopia","/src/webpart/src/webparts/common/assets/locals-1048.json;1118
"
"Tamazight (Arabic)","Tamazight (arabă)","/src/webpart/src/webparts/common/assets/locals-1048.json;1119
"
"Kashmiri (Arabic)","Kashmir (arabă)","/src/webpart/src/webparts/common/assets/locals-1048.json;1120
"
"Nepali","Nepaleză","/src/webpart/src/webparts/common/assets/locals-1048.json;1121
"
"Frisian - Netherlands","Frisian - Olanda","/src/webpart/src/webparts/common/assets/locals-1048.json;1122
"
"Pashto","Paştună","/src/webpart/src/webparts/common/assets/locals-1048.json;1123
"
"Filipino","Filipino","/src/webpart/src/webparts/common/assets/locals-1048.json;1124
"
"Divehi","Divehi","/src/webpart/src/webparts/common/assets/locals-1048.json;1125
"
"Edo","Edo","/src/webpart/src/webparts/common/assets/locals-1048.json;1126
"
"Fulfulde - Nigeria","Fulfulde - Nigeria","/src/webpart/src/webparts/common/assets/locals-1048.json;1127
"
"Hausa - Nigeria","Hausa - Nigeria","/src/webpart/src/webparts/common/assets/locals-1048.json;1128
"
"Ibibio - Nigeria","Ibibio - Nigeria","/src/webpart/src/webparts/common/assets/locals-1048.json;1129
"
"Yoruba","Yoruba","/src/webpart/src/webparts/common/assets/locals-1048.json;1130
"
"Quecha - Bolivia","Quecha - Bolivia","/src/webpart/src/webparts/common/assets/locals-1048.json;1131
"
"Sepedi","Sepedi","/src/webpart/src/webparts/common/assets/locals-1048.json;1132
"
"Igbo - Nigeria","Igbo - Nigeria","/src/webpart/src/webparts/common/assets/locals-1048.json;1136
"
"Kanuri - Nigeria","Kanuri - Nigeria","/src/webpart/src/webparts/common/assets/locals-1048.json;1137
"
"Oromo","Oromo","/src/webpart/src/webparts/common/assets/locals-1048.json;1138
"
"Tigrigna - Ethiopia","Tigrigna - Etiopia","/src/webpart/src/webparts/common/assets/locals-1048.json;1139
"
"Guarani - Paraguay","Guarani - Paraguay","/src/webpart/src/webparts/common/assets/locals-1048.json;1140
"
"Hawaiian - United States","Hawaiian - Statele Unite ale Americii","/src/webpart/src/webparts/common/assets/locals-1048.json;1141
"
"Latin","Latin","/src/webpart/src/webparts/common/assets/locals-1048.json;1142
"
"Somali","Somaleză","/src/webpart/src/webparts/common/assets/locals-1048.json;1143
"
"Yi","Yi","/src/webpart/src/webparts/common/assets/locals-1048.json;1144
"
"Papiamentu","Papiamentu","/src/webpart/src/webparts/common/assets/locals-1048.json;1145
"
"Uighur - China","Uigură - China","/src/webpart/src/webparts/common/assets/locals-1048.json;1152
"
"Maori - New Zealand","Maori - Noua Zeelandă","/src/webpart/src/webparts/common/assets/locals-1048.json;1153
"
"Arabic - Iraq","Arabă - Irak","/src/webpart/src/webparts/common/assets/locals-1048.json;2049
"
"Chinese - People's Republic of China","Chineză - Republica Populară Chineză","/src/webpart/src/webparts/common/assets/locals-1048.json;2052
"
"German - Switzerland","Germană - Elveția","/src/webpart/src/webparts/common/assets/locals-1048.json;2055
"
"English - United Kingdom","Engleză - Marea Britanie","/src/webpart/src/webparts/common/assets/locals-1048.json;2057
"
"Spanish - Mexico","Spaniolă - Mexic","/src/webpart/src/webparts/common/assets/locals-1048.json;2058
"
"French - Belgium","Franceză - Belgia","/src/webpart/src/webparts/common/assets/locals-1048.json;2060
"
"Italian - Switzerland","Italiană - Elveția","/src/webpart/src/webparts/common/assets/locals-1048.json;2064
"
"Dutch - Belgium","Olandeză - Belgia","/src/webpart/src/webparts/common/assets/locals-1048.json;2067
"
"Norwegian (Nynorsk)","Norvegiană (Nynorsk)","/src/webpart/src/webparts/common/assets/locals-1048.json;2068
"
"Portuguese - Portugal","Portugheză - Portugalia","/src/webpart/src/webparts/common/assets/locals-1048.json;2070
"
"Romanian - Moldava","Română - Moldava","/src/webpart/src/webparts/common/assets/locals-1048.json;2072
"
"Russian - Moldava","Rusă - Moldava","/src/webpart/src/webparts/common/assets/locals-1048.json;2073
"
"Serbian (Latin)","Sârbă (latină)","/src/webpart/src/webparts/common/assets/locals-1048.json;2074
"
"Swedish - Finland","Suedeză - Finlanda","/src/webpart/src/webparts/common/assets/locals-1048.json;2077
"
"Urdu - India","Urdu - India","/src/webpart/src/webparts/common/assets/locals-1048.json;2080
"
"Azeri (Cyrillic)","Azer (chirilic)","/src/webpart/src/webparts/common/assets/locals-1048.json;2092
"
"Gaelic (Ireland)","Galeză (Irlanda)","/src/webpart/src/webparts/common/assets/locals-1048.json;2108
"
"Malay - Brunei Darussalam","Malay - Brunei Darussalam","/src/webpart/src/webparts/common/assets/locals-1048.json;2110
"
"Uzbek (Cyrillic)","Uzbecă (Chrilic)","/src/webpart/src/webparts/common/assets/locals-1048.json;2115
"
"Bengali (Bangladesh)","Bengaleză (Bangladesh)","/src/webpart/src/webparts/common/assets/locals-1048.json;2117
"
"Punjabi (Pakistan)","Punjabi (Pakistan)","/src/webpart/src/webparts/common/assets/locals-1048.json;2118
"
"Mongolian (Mongolian)","Mongolă (mongolă)","/src/webpart/src/webparts/common/assets/locals-1048.json;2128
"
"Tibetan - Bhutan","Tibetan - Bhutan","/src/webpart/src/webparts/common/assets/locals-1048.json;2129
"
"Sindhi - Pakistan","Sindhi - Pakistan","/src/webpart/src/webparts/common/assets/locals-1048.json;2137
"
"Tamazight (Latin)","Tamazight (latină)","/src/webpart/src/webparts/common/assets/locals-1048.json;2143
"
"Kashmiri (Devanagari)","Kashmir (Devanagari)","/src/webpart/src/webparts/common/assets/locals-1048.json;2144
"
"Nepali - India","Nepaleză - India","/src/webpart/src/webparts/common/assets/locals-1048.json;2145
"
"Quecha - Ecuador","Quecha - Ecuador","/src/webpart/src/webparts/common/assets/locals-1048.json;2155
"
"Tigrigna - Eritrea","Tigrigna - Eritreea","/src/webpart/src/webparts/common/assets/locals-1048.json;2163
"
"Arabic - Egypt","Arabă - Egipt","/src/webpart/src/webparts/common/assets/locals-1048.json;3073
"
"Chinese - Hong Kong SAR","Chineză - RAS Hong Kong","/src/webpart/src/webparts/common/assets/locals-1048.json;3076
"
"German - Austria","Germană - Austria","/src/webpart/src/webparts/common/assets/locals-1048.json;3079
"
"English - Australia","Engleză - Australia","/src/webpart/src/webparts/common/assets/locals-1048.json;3081
"
"Spanish - Spain (Modern Sort)","Spaniolă - Spania (Sortare modernă)","/src/webpart/src/webparts/common/assets/locals-1048.json;3082
"
"French - Canada","Franceză - Canada","/src/webpart/src/webparts/common/assets/locals-1048.json;3084
"
"Serbian (Cyrillic)","Sârbă (Chirilic)","/src/webpart/src/webparts/common/assets/locals-1048.json;3098
"
"Quecha - Peru","Quecha - Peru","/src/webpart/src/webparts/common/assets/locals-1048.json;3179
"
"Arabic - Libya","Arabă - Libia","/src/webpart/src/webparts/common/assets/locals-1048.json;4097
"
"Chinese - Singapore","Chineză - Singapore","/src/webpart/src/webparts/common/assets/locals-1048.json;4100
"
"German - Luxembourg","Germană - Luxemburg","/src/webpart/src/webparts/common/assets/locals-1048.json;4103
"
"English - Canada","Engleză - Canada","/src/webpart/src/webparts/common/assets/locals-1048.json;4105
"
"Spanish - Guatemala","Spaniolă - Guatemala","/src/webpart/src/webparts/common/assets/locals-1048.json;4106
"
"French - Switzerland","Franceză - Elveția","/src/webpart/src/webparts/common/assets/locals-1048.json;4108
"
"Croatian (Bosnia/Herzegovina)","Croată (Bosnia/Herțegovina)","/src/webpart/src/webparts/common/assets/locals-1048.json;4122
"
"Arabic - Algeria","Arabă - Algeria","/src/webpart/src/webparts/common/assets/locals-1048.json;5121
"
"Chinese - Macao SAR","Chineză - RAS Macao","/src/webpart/src/webparts/common/assets/locals-1048.json;5124
"
"German - Liechtenstein","Germană - Liechtenstein","/src/webpart/src/webparts/common/assets/locals-1048.json;5127
"
"English - New Zealand","Engleză - Noua Zeelandă","/src/webpart/src/webparts/common/assets/locals-1048.json;5129
"
"Spanish - Costa Rica","Spaniolă - Costa Rica","/src/webpart/src/webparts/common/assets/locals-1048.json;5130
"
"French - Luxembourg","Franceză - Luxemburg","/src/webpart/src/webparts/common/assets/locals-1048.json;5132
"
"Bosnian (Bosnia/Herzegovina)","Bosniacă (Bosnia/Herțegovina)","/src/webpart/src/webparts/common/assets/locals-1048.json;5146
"
"Arabic - Morocco","Arabă - Maroc","/src/webpart/src/webparts/common/assets/locals-1048.json;6145
"
"English - Ireland","Engleză - Irlanda","/src/webpart/src/webparts/common/assets/locals-1048.json;6153
"
"Spanish - Panama","Spaniolă - Panama","/src/webpart/src/webparts/common/assets/locals-1048.json;6154
"
"French - Monaco","Franceză - Monaco","/src/webpart/src/webparts/common/assets/locals-1048.json;6156
"
"Arabic - Tunisia","Arabă - Tunisia","/src/webpart/src/webparts/common/assets/locals-1048.json;7169
"
"English - South Africa","Engleză - Africa de Sud","/src/webpart/src/webparts/common/assets/locals-1048.json;7177
"
"Spanish - Dominican Republic","Spaniolă - Republica Dominicană","/src/webpart/src/webparts/common/assets/locals-1048.json;7178
"
"French - West Indies","Franceză - Indiile de Vest","/src/webpart/src/webparts/common/assets/locals-1048.json;7180
"
"Arabic - Oman","Arabă - Oman","/src/webpart/src/webparts/common/assets/locals-1048.json;8193
"
"English - Jamaica","Engleză - Jamaica","/src/webpart/src/webparts/common/assets/locals-1048.json;8201
"
"Spanish - Venezuela","Spaniolă - Venezuela","/src/webpart/src/webparts/common/assets/locals-1048.json;8202
"
"French - Reunion","Franceză - Reuniune","/src/webpart/src/webparts/common/assets/locals-1048.json;8204
"
"Arabic - Yemen","Arabă - Yemen","/src/webpart/src/webparts/common/assets/locals-1048.json;9217
"
"English - Caribbean","Engleză - Caraibe","/src/webpart/src/webparts/common/assets/locals-1048.json;9225
"
"Spanish - Colombia","Spaniolă - Columbia","/src/webpart/src/webparts/common/assets/locals-1048.json;9226
"
"French - Democratic Rep. of Congo","Franceză - Democrat Rep. congolez","/src/webpart/src/webparts/common/assets/locals-1048.json;9228
"
"Arabic - Syria","Arabă - Siria","/src/webpart/src/webparts/common/assets/locals-1048.json;10241
"
"English - Belize","Engleză - Belize","/src/webpart/src/webparts/common/assets/locals-1048.json;10249
"
"Spanish - Peru","Spaniolă - Peru","/src/webpart/src/webparts/common/assets/locals-1048.json;10250
"
"French - Senegal","Franceză - Senegal","/src/webpart/src/webparts/common/assets/locals-1048.json;10252
"
"Arabic - Jordan","Arabă - Iordania","/src/webpart/src/webparts/common/assets/locals-1048.json;11265
"
"English - Trinidad","Engleză - Trinidad","/src/webpart/src/webparts/common/assets/locals-1048.json;11273
"
"Spanish - Argentina","Spaniolă - Argentina","/src/webpart/src/webparts/common/assets/locals-1048.json;11274
"
"French - Cameroon","Franceză - Camerun","/src/webpart/src/webparts/common/assets/locals-1048.json;11276
"
"Arabic - Lebanon","Arabă - Liban","/src/webpart/src/webparts/common/assets/locals-1048.json;12289
"
"English - Zimbabwe","Engleză - Zimbabwe","/src/webpart/src/webparts/common/assets/locals-1048.json;12297
"
"Spanish - Ecuador","Spaniolă - Ecuador","/src/webpart/src/webparts/common/assets/locals-1048.json;12298
"
"French - Cote d'Ivoire","Franceză - Cote d'Ivoire","/src/webpart/src/webparts/common/assets/locals-1048.json;12300
"
"Arabic - Kuwait","Arabă - Kuweit","/src/webpart/src/webparts/common/assets/locals-1048.json;13313
"
"English - Philippines","Engleză - Filipine","/src/webpart/src/webparts/common/assets/locals-1048.json;13321
"
"Spanish - Chile","Spaniolă - Chile","/src/webpart/src/webparts/common/assets/locals-1048.json;13322
"
"French - Mali","Franceză - Mali","/src/webpart/src/webparts/common/assets/locals-1048.json;13324
"
"Arabic - U.A.E.","Arabă - U.A.E.","/src/webpart/src/webparts/common/assets/locals-1048.json;14337
"
"English - Indonesia","Engleză - Indonezia","/src/webpart/src/webparts/common/assets/locals-1048.json;14345
"
"Spanish - Uruguay","Spaniolă - Uruguay","/src/webpart/src/webparts/common/assets/locals-1048.json;14346
"
"French - Morocco","Franceză - Maroc","/src/webpart/src/webparts/common/assets/locals-1048.json;14348
"
"Arabic - Bahrain","Arabă - Bahrain","/src/webpart/src/webparts/common/assets/locals-1048.json;15361
"
"English - Hong Kong SAR","Engleză - RAS Hong Kong","/src/webpart/src/webparts/common/assets/locals-1048.json;15369
"
"Spanish - Paraguay","Spaniolă - Paraguay","/src/webpart/src/webparts/common/assets/locals-1048.json;15370
"
"French - Haiti","Franceză - Haiti","/src/webpart/src/webparts/common/assets/locals-1048.json;15372
"
"Arabic - Qatar","Arabă - Qatar","/src/webpart/src/webparts/common/assets/locals-1048.json;16385
"
"English - India","Engleză - India","/src/webpart/src/webparts/common/assets/locals-1048.json;16393
"
"Spanish - Bolivia","Spaniolă - Bolivia","/src/webpart/src/webparts/common/assets/locals-1048.json;16394
"
"English - Malaysia","Engleză - Malaezia","/src/webpart/src/webparts/common/assets/locals-1048.json;17417
"
"Spanish - El Salvador","Spaniolă - El Salvador","/src/webpart/src/webparts/common/assets/locals-1048.json;17418
"
"English - Singapore","Engleză - Singapore","/src/webpart/src/webparts/common/assets/locals-1048.json;18441
"
"Spanish - Honduras","Spaniolă - Honduras","/src/webpart/src/webparts/common/assets/locals-1048.json;18442
"
"Spanish - Nicaragua","Spaniolă - Nicaragua","/src/webpart/src/webparts/common/assets/locals-1048.json;19466
"
"Spanish - Puerto Rico","Spaniolă - Puerto Rico","/src/webpart/src/webparts/common/assets/locals-1048.json;20490
"
"Spanish - United States","Spaniolă - Statele Unite ale Americii","/src/webpart/src/webparts/common/assets/locals-1048.json;21514
"
"Spanish - Latin America","Spaniolă - America Latină","/src/webpart/src/webparts/common/assets/locals-1048.json;58378
"
"French - North Africa","Franceză - Africa de Nord","/src/webpart/src/webparts/common/assets/locals-1048.json;58380
"
"Web Part Title (Content Only Mode)","Titlul părții web (modul numai conținut)","/src/webpart/src/webparts/common/loc/ro-ro.ts;WebpartTitleLabel
"
"Custom Learning Properties","Proprietăți de învățare personalizate","/src/webpart/src/webparts/common/loc/ro-ro.ts;LPViewerPropertyDescription
"
"Default View","Vizualizare implicită","/src/webpart/src/webparts/common/loc/ro-ro.ts;LPViewerPropertyGroupName
"
"Select Web Part Mode","Selectați modul parte web","/src/webpart/src/webparts/common/loc/ro-ro.ts;WebpartModeLabel
"
"How you would like to display the web part","Cum doriți să afișați partea web","/src/webpart/src/webparts/common/loc/ro-ro.ts;WebpartModeDescription
"
"Show Custom Learning Navigation Header","Afișare antet de navigare de învățare particularizată","/src/webpart/src/webparts/common/loc/ro-ro.ts;ShowNavigationLabel
"
"Select a filter","Selectați un filtru","/src/webpart/src/webparts/common/loc/ro-ro.ts;DefaultFilterLabel
"
"Select a filter to limit the results. You can only filter by one type at a time.","Selectați un filtru pentru a limita rezultatele. Puteți filtra doar după un singur tip la un moment dat.","/src/webpart/src/webparts/common/loc/ro-ro.ts;DefaultFilterDescription
"
"Filter to Category","Filtrare la categorie","/src/webpart/src/webparts/common/loc/ro-ro.ts;DefaultCategoryLabel
"
"Select a category to limit results.","Selectați o categorie pentru a limita rezultatele.","/src/webpart/src/webparts/common/loc/ro-ro.ts;DefaultCategoryDescription
/src/webpart/src/webparts/common/loc/ro-ro.ts;DefaultPlaylistDescription
"
"Filter to Sub-Category","Filtrarea în subcategorie","/src/webpart/src/webparts/common/loc/ro-ro.ts;DefaultSubCategoryLabel
"
"Select a sub-category to limit results.","Selectați o subcategorie pentru a limita rezultatele.","/src/webpart/src/webparts/common/loc/ro-ro.ts;DefaultSubCategoryDescription
"
"Filter to Playlist","Filtrați în playlist","/src/webpart/src/webparts/common/loc/ro-ro.ts;DefaultPlaylistLabel
"
"Select an Asset","Selectați un activ","/src/webpart/src/webparts/common/loc/ro-ro.ts;DefaultAssetLabel
"
"Select an asset to display from the playlist.","Selectează un material de afișat din lista de redare.","/src/webpart/src/webparts/common/loc/ro-ro.ts;DefaultAssetDescription
"
"Choose the courses that suit you best","Alege cursurile care ti se potrivesc cel mai bine","/src/webpart/src/webparts/common/loc/ro-ro.ts;FilterPanelHeader
"
"I am a","Eu sunt un","/src/webpart/src/webparts/common/loc/ro-ro.ts;FilterPanelAudienceLabel
"
"My skill set is","Setul meu de abilități este","/src/webpart/src/webparts/common/loc/ro-ro.ts;FilterPanelSkillsetLabel
"
"Home","Domiciliu","/src/webpart/src/webparts/common/loc/ro-ro.ts;NavigationHome
"
"Playlist: ","Redare: ","/src/webpart/src/webparts/common/loc/ro-ro.ts;SearchResultItemPlayListLabel
"
"Category: ","Categorie: ","/src/webpart/src/webparts/common/loc/ro-ro.ts;SearchResultItemCategoryLabel
"
"Search for Playlists or Assets","Caută liste de redare sau active","/src/webpart/src/webparts/common/loc/ro-ro.ts;SearchPanelPlaceHolderLabel
"
"Copy","Copie","/src/webpart/src/webparts/common/loc/ro-ro.ts;LinkPanelCopyLabel
"
"Current Playlist: ","Lista de redare curentă: ","/src/webpart/src/webparts/common/loc/ro-ro.ts;HeaderPlaylistPanelCurrentPlaylistLabel
"
"Administration","Administrație","/src/webpart/src/webparts/common/loc/ro-ro.ts;HeaderPlaylistPanelAdminHeader
"
"During use this area will show other assets in the playlist it's being shown in.","În timpul utilizării, această zonă va afișa alte active în lista de redare în care este afișată.","/src/webpart/src/webparts/common/loc/ro-ro.ts;PlaylistOverviewDesignMessage
"
"All steps in playlist","Toți pașii din lista de redare","/src/webpart/src/webparts/common/loc/ro-ro.ts;PlaylistOverviewHeading
"
"Burger","Burger","/src/webpart/src/webparts/common/loc/ro-ro.ts;BurgerButton
"
"Link","Legătură","/src/webpart/src/webparts/common/loc/ro-ro.ts;LinkButton
"
"Search","Căutare","/src/webpart/src/webparts/common/loc/ro-ro.ts;SearchButton
"
"Playlist Administration","Administrare playlist","/src/webpart/src/webparts/common/loc/ro-ro.ts;AdministerPlaylist
"
"No search results matched your query.","Niciun rezultat al căutării nu corespundea interogării dvs.","/src/webpart/src/webparts/common/loc/ro-ro.ts;NoSearchResults
"
"Select Learning Source","Selectați Sursa de învățare","/src/webpart/src/webparts/common/loc/ro-ro.ts;DefaultCDNLabel
"
"Select alternate source for learning content.","Selectați o sursă alternativă pentru învățarea conținutului.","/src/webpart/src/webparts/common/loc/ro-ro.ts;DefaultCDNDescription
"
"Description Field","Câmp descriere","/src/webpart/src/webparts/common/loc/ro-ro.ts;DescriptionFieldLabel
"
"Choose an image","Alegeți o imagine","/src/webpart/src/webparts/common/loc/ro-ro.ts;ImageSelectorLabel
"
"Choose Image","Alege Imagine","/src/webpart/src/webparts/common/loc/ro-ro.ts;ImageSelectorButton
"
"Title","Titlu","/src/webpart/src/webparts/common/loc/ro-ro.ts;DetailEditTitle
"
"Description","Descriere","/src/webpart/src/webparts/common/loc/ro-ro.ts;DetailEditDescription
"
"Url","URL-ul","/src/webpart/src/webparts/common/loc/ro-ro.ts;DetailEditUrl
"
"Category","Categorie","/src/webpart/src/webparts/common/loc/ro-ro.ts;DetailEditCategory
/src/webpart/src/webparts/common/loc/ro-ro.ts;AdminMenuCategoryLabel
/src/webpart/src/webparts/common/loc/ro-ro.ts;PropertyPaneFilterCategory
"
"No Categories are available","Nu sunt disponibile categorii","/src/webpart/src/webparts/common/loc/ro-ro.ts;DetailEditCategoryNoData
"
"Technology","Tehnologie","/src/webpart/src/webparts/common/loc/ro-ro.ts;DetailEditTechnology
/src/webpart/src/webparts/common/loc/ro-ro.ts;TechnologyHeadingLabel
/src/webpart/src/webparts/common/loc/ro-ro.ts;AdminMenuTechnologyLabel
"
"Level","Nivel","/src/webpart/src/webparts/common/loc/ro-ro.ts;DetailEditLevel
/src/webpart/src/webparts/common/loc/ro-ro.ts;LogLevel
"
"Audience","Audiență","/src/webpart/src/webparts/common/loc/ro-ro.ts;DetailEditAudience
"
"Search for Existing Assets","Căutarea activelor existente","/src/webpart/src/webparts/common/loc/ro-ro.ts;AssetSearchPlaceHolderLabel
"
"Add new Subcategory","Adăugarea unei subcategorii noi","/src/webpart/src/webparts/common/loc/ro-ro.ts;CategoryHeading
"
"Subcategory","Subcategorie","/src/webpart/src/webparts/common/loc/ro-ro.ts;CategoryHeadingLabel
"
"Playlist was saved!","Playlist-ul a fost salvat!","/src/webpart/src/webparts/common/loc/ro-ro.ts;CategoryPlaylistSavedMessage
"
"Failed to save playlist!","Nu a reușit să salveze lista de redare!","/src/webpart/src/webparts/common/loc/ro-ro.ts;CategoryPlaylistSaveFailedMessage
"
"You have made changes to a new playlist. Do you want to discard your changes and continue?","Ai făcut modificări într-o nouă listă de redare. Doriți să renunțați la modificări și să continuați?","/src/webpart/src/webparts/common/loc/ro-ro.ts;CategoryNewPlayListMessage
"
"You have made changes to this playlist. Do you want to discard your changes and continue?","Ați făcut modificări la această listă de redare. Doriți să renunțați la modificări și să continuați?","/src/webpart/src/webparts/common/loc/ro-ro.ts;CategoryEditedPlayListMessage
"
"Asset was saved!","Activul a fost salvat!","/src/webpart/src/webparts/common/loc/ro-ro.ts;PlaylistEditAssetSavedMessage
"
"Failed to save asset!","Nu a reușit să salveze activul!","/src/webpart/src/webparts/common/loc/ro-ro.ts;PlaylistEditAssetSaveFailedMessage
"
"Create a new playlist","Creează o listă de redare nouă","/src/webpart/src/webparts/common/loc/ro-ro.ts;PlaylistEditCreatePlaylistHeader
"
"Playlist Details: ","Detalii playlist: ","/src/webpart/src/webparts/common/loc/ro-ro.ts;PlaylistEditPlaylistDetailsHeader
"
"Playlist Assets","Active playlist","/src/webpart/src/webparts/common/loc/ro-ro.ts;PlaylistEditPlaylistAssetsHeader
"
"Edit Detail","Editare detalii","/src/webpart/src/webparts/common/loc/ro-ro.ts;PlaylistEditEditLabel
"
"Save Detail","Salvare detalii","/src/webpart/src/webparts/common/loc/ro-ro.ts;PlaylistEditSaveLabel
"
"Cancel Detail","Anulare detalii","/src/webpart/src/webparts/common/loc/ro-ro.ts;PlaylistEditCancelLabel
"
"Close Playlist","Închideți lista de redare","/src/webpart/src/webparts/common/loc/ro-ro.ts;PlaylistEditCloseLabel
"
"Create a new asset","Crearea unui activ nou","/src/webpart/src/webparts/common/loc/ro-ro.ts;AssetDetailsCreateHeader
"
"Manage Custom Asset:","Gestionați activul personalizat:","/src/webpart/src/webparts/common/loc/ro-ro.ts;AssetDetailsManageHeader
"
"Asset Details: ","Detalii activ: ","/src/webpart/src/webparts/common/loc/ro-ro.ts;AssetDetailsDetailsHeader
"
"Save Asset","Salvați activul","/src/webpart/src/webparts/common/loc/ro-ro.ts;AssetDetailsSaveLabel
"
"Cancel Asset","Anulare activ","/src/webpart/src/webparts/common/loc/ro-ro.ts;AssetDetailsCancelLabel
"
"Close Asset","Închideți activul","/src/webpart/src/webparts/common/loc/ro-ro.ts;AssetDetailsCloseLabel
"
"Open Page","Deschide pagina","/src/webpart/src/webparts/common/loc/ro-ro.ts;AssetDetailsOpenPage
"
"Subcategory Heading","Titlu subcategorie","/src/webpart/src/webparts/common/loc/ro-ro.ts;SubcategoryHeadingLabel
"
"Playlist","Redare","/src/webpart/src/webparts/common/loc/ro-ro.ts;PlaylistItemPlaylistHeadingLabel
/src/webpart/src/webparts/common/loc/ro-ro.ts;PropertyPaneFilterPlaylist
"
"Delete Playlist","Ștergeți lista de redare","/src/webpart/src/webparts/common/loc/ro-ro.ts;PlaylistItemPlaylistDelete
"
"New Asset","Activ nou","/src/webpart/src/webparts/common/loc/ro-ro.ts;PlaylistEditAssetNewLabel
"
"Remove from Playlist","Eliminați din lista de redare","/src/webpart/src/webparts/common/loc/ro-ro.ts;PlaylistRemove
"
"Custom Playlist","Listă de redare personalizată","/src/webpart/src/webparts/common/loc/ro-ro.ts;ImageSelectorImageAlt
"
"Image Url","Url imagine","/src/webpart/src/webparts/common/loc/ro-ro.ts;ImageSelectorUrlPlaceholder
"
"Add new playlist to Subcategory","Adăugarea unei liste de redare noi la Subcategorie","/src/webpart/src/webparts/common/loc/ro-ro.ts;CategoryHeadingAddPlaylistToSubcategory
"
"Show","Arăta","/src/webpart/src/webparts/common/loc/ro-ro.ts;Show
"
"Hide","Ascunde","/src/webpart/src/webparts/common/loc/ro-ro.ts;Hide
"
"Add","Adăuga","/src/webpart/src/webparts/common/loc/ro-ro.ts;Add
"
"Edit","Editare","/src/webpart/src/webparts/common/loc/ro-ro.ts;Edit
/src/webpart/src/webparts/common/loc/ro-ro.ts;EditButton
"
