"OriginalEnglish","Translation","Locations"
"
"Add a password to your Sway","Přidání hesla do Swaye","/docs/learningpathways/v4/cs-cz/assets.json;a55e7dfc-580e-4152-a015-7efc3838f55a;Title
"
"Accessibility features in Sway","Funkce usnadnění ve Swayi","/docs/learningpathways/v4/cs-cz/assets.json;ae01808f-c3d3-48a5-a69e-c1a5509210df;Title
"
"Add Focus Points to images in Sway","Přidání zaostřovacích bodů k obrázkům ve Swayi","/docs/learningpathways/v4/cs-cz/assets.json;b3e9760f-49ee-469d-8a30-d16dcf7ac47b;Title
"
"Copy and paste cards in Sway","Kopírování a vkládání karet ve Swayi","/docs/learningpathways/v4/cs-cz/assets.json;c27f2447-4aed-45e3-8528-a2578c683323;Title
"
"Sway keyboard shortcuts","Klávesové zkratky Sway","/docs/learningpathways/v4/cs-cz/assets.json;ca8c817c-2206-400c-80bb-06313e19785e;Title
"
"Add video and audio files into Sway","Přidání video a zvukových souborů do Swaye","/docs/learningpathways/v4/cs-cz/assets.json;d69e653c-ae7d-4ccd-8451-847f8399bc0d;Title
"
"Sign in to Sway","Přihlaste se k Swayi","/docs/learningpathways/v4/cs-cz/assets.json;dca12cdb-dfa8-41a9-bfcc-98f29921b80a;Title
"
"Design and share in Sway","Návrh a sdílení ve Swayi","/docs/learningpathways/v4/cs-cz/assets.json;f865866d-a017-44a3-b065-d4ce762c046a;Title
"
"Site Branding and Customization","Branding a přizpůsobení webu","/docs/learningpathways/v4/cs-cz/metadata.json;TechnologySubject;2324ad0f-5577-408f-b5aa-fad1e5a8f208
/docs/sss/v4/cs-cz/metadata.json;TechnologySubject;80058d77-cd63-40c9-acf9-6dd8f7ffc8ac
"
"Policies","Politiky","/docs/learningpathways/v4/cs-cz/metadata.json;TechnologySubject;2a5f3071-3cf3-45f0-949a-cafc07af413b
/docs/sss/v4/cs-cz/metadata.json;TechnologySubject;2a5f3071-3cf3-45f0-949a-cafc07af413b
"
"Site Management","Správa webu","/docs/learningpathways/v4/cs-cz/metadata.json;TechnologySubject;41128013-96b4-442f-b44f-a30b232a2782
/docs/sss/v4/cs-cz/metadata.json;TechnologySubject;41128013-96b4-442f-b44f-a30b232a2782
"
"Site Sharing","Sdílení stránek","/docs/learningpathways/v4/cs-cz/metadata.json;TechnologySubject;839db42f-02e6-4d57-93c2-b061f8075c95
/docs/sss/v4/cs-cz/metadata.json;TechnologySubject;839db42f-02e6-4d57-93c2-b061f8075c95
"
"Site Creation","Tvorba webu","/docs/learningpathways/v4/cs-cz/metadata.json;TechnologySubject;c0af989f-3c4b-4f6f-ba58-7f2a335cb445
/docs/sss/v4/cs-cz/metadata.json;TechnologySubject;1401f04e-3a22-491c-bf18-f37833e215a5
"
"Site Planning","Plánování lokality","/docs/learningpathways/v4/cs-cz/metadata.json;TechnologySubject;e772e866-7b81-4e5c-bfad-36aa9ee98eaf
/docs/sss/v4/cs-cz/metadata.json;TechnologySubject;53486dd0-d94e-4da8-94ec-2942faacaad6
"
"PSTN Calling","Volání do veřejné telefonní služby","/docs/learningpathways/v4/cs-cz/metadata.json;TechnologySubject;3bd4b767-148f-4f53-a206-b42e9f3a73cd
/docs/sss/v4/cs-cz/metadata.json;TechnologySubject;f359a147-9720-4dbd-aba2-14655b4f1876
"
"Meetings","Schůzky","/docs/learningpathways/v4/cs-cz/metadata.json;TechnologySubject;615f17eb-2c5b-4494-8541-4304435ca306
/docs/sss/v4/cs-cz/metadata.json;TechnologySubject;ff9a730c-f974-42af-a30b-06c7ac2d11fa
"
"Office 365","Office 365","/docs/learningpathways/v4/cs-cz/metadata.json;TechnologySubject;78444c91-e53b-4f0b-8c85-e5cb925c4b7f
/docs/sss/v4/cs-cz/metadata.json;TechnologySubject;78444c91-e53b-4f0b-8c85-e5cb925c4b7f
"
"Windows 10","Windows 10","/docs/learningpathways/v4/cs-cz/metadata.json;TechnologySubject;9cd68cb5-26f5-4a29-952f-3b812fcb7414
/docs/sss/v4/cs-cz/metadata.json;TechnologySubject;9cd68cb5-26f5-4a29-952f-3b812fcb7414
"
"Microsoft 365","Microsoft 365","/docs/learningpathways/v4/cs-cz/metadata.json;TechnologySubject;f1b531e0-2a62-4007-8858-08bd8be6ecae
"
"Scenarios","Scénáře","/docs/learningpathways/v4/cs-cz/metadata.json;Category;4f7378cd-7c40-4a99-9617-94681300c828
"
"Products","Produkty","/docs/learningpathways/v4/cs-cz/metadata.json;Category;618da7fa-0ed2-4653-9dfd-271c3bbe3a44
"
"Adoption Tools","Nástroje pro přijetí","/docs/learningpathways/v4/cs-cz/metadata.json;Category;cf28bc20-ee23-4453-954e-43cc43af67b6
"
"First days","První dny","/docs/learningpathways/v4/cs-cz/metadata.json;Subcategory;9bde32c3-2f0b-4201-b4a3-74cef2c8f61d
"
"Recommended","Doporučený","/docs/learningpathways/v4/cs-cz/metadata.json;Subcategory;07aa7fb7-a187-4a04-a044-f881626a8cba
"
"Modern workplace","Moderní pracoviště","/docs/learningpathways/v4/cs-cz/metadata.json;Subcategory;9030ff2c-5549-4ffe-8dc9-4dc184241dec
"
"Work remotely","Pracujte na dálku","/docs/learningpathways/v4/cs-cz/metadata.json;Subcategory;9eb8fc25-dd5b-4459-81e9-ae382aca7a78
"
"Security","Bezpečnost","/docs/learningpathways/v4/cs-cz/metadata.json;Subcategory;51a0828d-1d27-4931-b547-9f2a698f33d8
"
"Hybrid workplace","Hybridní pracoviště","/docs/learningpathways/v4/cs-cz/metadata.json;Subcategory;2fc3f8c2-3c76-44e2-93ad-086edfba6d9a
"
"Tools","Nářadí","/docs/learningpathways/v4/cs-cz/metadata.json;Subcategory;9d9a29c7-72fe-475e-9dd1-d999259d02cb
"
"Admin Success Center","Centrum úspěchu správce","/docs/learningpathways/v4/cs-cz/metadata.json;Subcategory;281c0108-6e20-4fc3-9459-ba267857498e
"
"All","Všichni","/docs/learningpathways/v4/cs-cz/metadata.json;Audience;092298e4-2cad-4ee5-89a8-68b2ad07dc96
/docs/sss/v4/cs-cz/metadata.json;Audience;283b65f1-fcde-4a0a-8fa4-947a3d2bd40b
/src/webpart/src/webparts/common/loc/cs-cz.ts;FilterNotSet
/src/webpart/src/webparts/common/loc/cs-cz.ts;SizeOptionAll
/src/webpart/src/webparts/common/loc/cs-cz.ts;LayoutOptionAll
/src/webpart/src/webparts/common/loc/cs-cz.ts;LicenseOptionAll
"
"Champions/Trainer","Šampioni/trenér","/docs/learningpathways/v4/cs-cz/metadata.json;Audience;304b216c-ea4d-436c-83f8-93ba1319943b
/docs/sss/v4/cs-cz/metadata.json;Audience;4e425c61-28fa-4606-afe8-5df5974ec243
"
"HelpDesk","HelpDesk","/docs/learningpathways/v4/cs-cz/metadata.json;Audience;41779dd0-ae42-4a62-8b66-bd87c137f4ac
/docs/sss/v4/cs-cz/metadata.json;Audience;27513aaf-fee5-4f27-b924-e31d865e4092
"
"End User","Koncový uživatel","/docs/learningpathways/v4/cs-cz/metadata.json;Audience;82a23325-2e47-4ff9-8747-b6e01c452b81
/docs/sss/v4/cs-cz/metadata.json;Audience;16a2aa54-3bf8-4a75-aea5-bc70650c94b3
"
"Change Manager","Správce změn","/docs/learningpathways/v4/cs-cz/metadata.json;Audience;97150537-2c2f-42f9-8bc6-73e68fda0d38
/docs/sss/v4/cs-cz/metadata.json;Audience;4aa421d1-dc55-4b87-aa63-f1845ae49d98
"
"Admin","Admin","/docs/learningpathways/v4/cs-cz/metadata.json;Audience;9fcd26c3-bcca-4452-a40a-f87e0daed348
"
"Group Owner","Vlastník skupiny","/docs/learningpathways/v4/cs-cz/metadata.json;Audience;a8787978-0ee5-4bc6-9c2c-eb11fc47cbfd
/docs/sss/v4/cs-cz/metadata.json;Audience;28067f25-40f0-4774-9971-b079d7a29f1b
"
"VIP","VIP","/docs/learningpathways/v4/cs-cz/metadata.json;Audience;c92ae45b-8770-48f6-8870-3ec74a310da7
/docs/sss/v4/cs-cz/metadata.json;Audience;823ca3d1-4cea-48af-8112-d8341e1514f5
"
"Executive Assistant","Výkonný asistent","/docs/learningpathways/v4/cs-cz/metadata.json;Audience;d093e0b6-b9f1-4b46-877c-0a49e989ee40
/docs/sss/v4/cs-cz/metadata.json;Audience;e43ac038-f77b-4c08-87d1-a623e2b3323e
"
"Content Editor","Editor obsahu","/docs/learningpathways/v4/cs-cz/metadata.json;Audience;e22b05b1-e778-4c97-9646-b8933c209772
/docs/sss/v4/cs-cz/metadata.json;Audience;28abd597-fc2f-4922-9fab-122b3c1bad0f
"
"Site Sponsor","Sponzor webu","/docs/learningpathways/v4/cs-cz/metadata.json;Audience;e2fce8e0-2014-4e36-81a5-0723b85958f8
/docs/sss/v4/cs-cz/metadata.json;Audience;678c6d05-d27c-4a4e-afa8-532e6d1e7ab4
"
"Content Manager","Správce obsahu","/docs/learningpathways/v4/cs-cz/metadata.json;Audience;f110eb03-e899-46a9-83be-8f507dae83c1
/docs/sss/v4/cs-cz/metadata.json;Audience;45eaf6fe-7d2d-468a-9b43-091c7602d46a
"
"Beginner","Začátečník","/docs/learningpathways/v4/cs-cz/metadata.json;Level;728fc9bd-0e13-4b9f-a7b5-51bd1f01c524
/docs/sss/v4/cs-cz/metadata.json;Level;4bdd44af-d093-454d-941b-a46812de8870
"
"Intermediate","Meziprodukt","/docs/learningpathways/v4/cs-cz/metadata.json;Level;ab49a955-3814-41fa-aa33-1b2757bc28ea
/docs/sss/v4/cs-cz/metadata.json;Level;b6eb2e21-6614-4d38-abb1-260cdf83f449
"
"Advanced","Pokročilý","/docs/learningpathways/v4/cs-cz/metadata.json;Level;fbc841eb-1082-4c27-b13b-f7965947cb16
/docs/sss/v4/cs-cz/metadata.json;Level;bd8f9e7a-0ab7-4289-b330-129fb277f738
"
"Beta","Beta","/docs/learningpathways/v4/cs-cz/metadata.json;StatusTag;42be48f6-1f82-4fda-a757-add2499677d9
/docs/sss/v4/cs-cz/metadata.json;StatusTag;51237b71-fc44-4c13-b6d2-67bb054e14e5
"
"Retired","Vysloužilý","/docs/learningpathways/v4/cs-cz/metadata.json;StatusTag;4eb25076-b5d0-41cb-afa6-4e0c5a1c9664
/docs/sss/v4/cs-cz/metadata.json;StatusTag;e5653e35-2e7f-47f6-9257-1b6be501f26e
"
"Retiring","Penzionování","/docs/learningpathways/v4/cs-cz/metadata.json;StatusTag;90fe6290-e063-4778-a8a1-7531c2a0a40e
/docs/sss/v4/cs-cz/metadata.json;StatusTag;1a82c2c0-5773-41e6-a450-776c18621144
"
"Updated","Aktualizovaný","/docs/learningpathways/v4/cs-cz/metadata.json;StatusTag;9d1fab25-ed9c-404e-941b-41e428d18726
/docs/sss/v4/cs-cz/metadata.json;StatusTag;5022e586-e10c-41f6-a17e-5bbe5f213452
"
"New","Nový","/docs/learningpathways/v4/cs-cz/metadata.json;StatusTag;c11c485b-496d-479b-88a3-1744a7a028d7
/docs/sss/v4/cs-cz/metadata.json;StatusTag;b139cdb6-7ca2-4913-a118-0d8d2b20333c
"
"Introduction to SharePoint","Úvod do SharePointu","/docs/sss/v4/cs-cz/playlists.json;55f5e633-845f-4022-86aa-476af175a9ab;Title
"
"Learn about SharePoint site types","Další informace o typech sharepointových webů","/docs/sss/v4/cs-cz/playlists.json;2d57566c-3eb2-4e46-9f0c-7727e075902c;Title
"
"Learn about SharePoint lists and libraries","Další informace o sharepointových seznamech a knihovnách","/docs/sss/v4/cs-cz/playlists.json;dfa8c1ef-d86e-46b9-a956-a62cca4d659f;Title
"
"Create and customize your site","Vytvoření a přizpůsobení webu","/docs/sss/v4/cs-cz/playlists.json;89b78762-f538-4850-b4f1-f1e402bc836f;Title
"
"Use web parts to organize content","Uspořádání obsahu pomocí webových částí","/docs/sss/v4/cs-cz/playlists.json;b92b3650-9648-4b8c-a429-978d3bdc509d;Title
"
"Share your site with others","Sdílení webu s ostatními","/docs/sss/v4/cs-cz/playlists.json;a3a85097-39d1-404f-be39-3c41af827e34;Title
"
"Measure and maintain","Změřte a udržujte","/docs/sss/v4/cs-cz/playlists.json;6181273c-2f16-487b-a28b-fb4862f69428;Title
"
"Make your site collaborative","Vytvořte svůj web ve spolupráci","/docs/sss/v4/cs-cz/playlists.json;225da9d7-e8da-40fe-92e4-f7a3fceb2842;Title
"
"Make your site engaging","Zautávejte svůj web poutavým","/docs/sss/v4/cs-cz/playlists.json;4c0af6a7-0d18-4fbf-a459-3533db7d5d35;Title
"
"Make your site personal","Udělejte si svůj web osobním","/docs/sss/v4/cs-cz/playlists.json;5d8de491-43a0-4773-943a-9a82a790aa39;Title
"
"Make your site mobile","Zmobilujte svůj web","/docs/sss/v4/cs-cz/playlists.json;0c9c117e-aebc-48ed-9f9b-82a5c26464ab;Title
"
"Learn about permission and access","Další informace o oprávněních a přístupu","/docs/sss/v4/cs-cz/playlists.json;e6930b5b-1992-4d23-8b0c-e64a937336cb;Title
"
"Use SharePoint lists and libraries","Použití sharepointových seznamů a knihoven","/docs/sss/v4/cs-cz/playlists.json;70ca605b-67a7-448b-90d0-6b74768ec78f;Title
"
"Ways to work with SharePoint","Způsoby práce se SharePointem","/docs/sss/v4/cs-cz/playlists.json;55f5e633-845f-4022-86aa-476af175a9ab;Description
/docs/sss/v4/cs-cz/assets.json;d97dd190-397a-4037-86e8-9cb4d9beb358;Title
"
"Communicate with your immediate team or a broad audience","Komunikujte se svým nejbližším týmem nebo širokým publikem","/docs/sss/v4/cs-cz/playlists.json;2d57566c-3eb2-4e46-9f0c-7727e075902c;Description
"
"Learn how to upload and organize files in SharePoint lists and  libraries","Přečtěte si, jak nahrávat a organizovat soubory v sharepointových seznamech a knihovnách","/docs/sss/v4/cs-cz/playlists.json;dfa8c1ef-d86e-46b9-a956-a62cca4d659f;Description
/docs/sss/v4/cs-cz/playlists.json;70ca605b-67a7-448b-90d0-6b74768ec78f;Description
"
"Customize the look, navigation, and resources available to viewers on your site","Přizpůsobení vzhledu, navigace a zdrojů dostupných divákům na vašem webu","/docs/sss/v4/cs-cz/playlists.json;89b78762-f538-4850-b4f1-f1e402bc836f;Description
"
"Add text, images, video, and other web parts ","Přidání textu, obrázků, videa a dalších webových částí ","/docs/sss/v4/cs-cz/playlists.json;b92b3650-9648-4b8c-a429-978d3bdc509d;Description
"
"Let viewers know about your new site by adding members ","Dejte divákům vědět o vašem novém webu přidáním členů ","/docs/sss/v4/cs-cz/playlists.json;a3a85097-39d1-404f-be39-3c41af827e34;Description
"
"View site metrics and learn about site settings","Zobrazení metrik webu a další informace o nastavení webu","/docs/sss/v4/cs-cz/playlists.json;6181273c-2f16-487b-a28b-fb4862f69428;Description
"
"See how SharePoint team sites work with Microsoft Teams","Podívejte se, jak sharepointové týmové weby fungují s Microsoft Teams","/docs/sss/v4/cs-cz/playlists.json;225da9d7-e8da-40fe-92e4-f7a3fceb2842;Description
"
"Build community and culture by enhancing the viewing experience","Budujte komunitu a kulturu vylepšením zážitku ze sledování","/docs/sss/v4/cs-cz/playlists.json;4c0af6a7-0d18-4fbf-a459-3533db7d5d35;Description
"
"Target pages, news, files, and menu links to specific audiences ","Cílové stránky, zprávy, soubory a odkazy na nabídky na konkrétní okruhy uživatelů ","/docs/sss/v4/cs-cz/playlists.json;5d8de491-43a0-4773-943a-9a82a790aa39;Description
"
"Make your site mobile friendly and encourage viewers to download the SharePoint mobile app","Udělejte svůj web pro mobilní zařízení a povzbuďte diváky, aby si stáhli mobilní aplikaci SharePoint","/docs/sss/v4/cs-cz/playlists.json;0c9c117e-aebc-48ed-9f9b-82a5c26464ab;Description
"
"Introduction to SharePoint permissions, sharing, and accessibility","Úvod k oprávněním, sdílení a přístupnosti SharePointu","/docs/sss/v4/cs-cz/playlists.json;e6930b5b-1992-4d23-8b0c-e64a937336cb;Description
"
"Video: Create a team or communication site","Video: Vytvoření týmu nebo komunikačního webu","/docs/sss/v4/cs-cz/assets.json;651cff1e-a1c8-4f9b-b026-9883141ce685;Title
"
"What is a SharePoint hub site?","Co je web centra SharePointu?","/docs/sss/v4/cs-cz/assets.json;cd4764b9-6005-4eb3-b414-8376983f3792;Title
"
"What is a document library?","Co je knihovna dokumentů?","/docs/sss/v4/cs-cz/assets.json;d59696be-04aa-4bba-a932-c5b0f9c18d97;Title
"
"Get started with Microsoft Lists","Začínáme se seznamy Microsoft","/docs/sss/v4/cs-cz/assets.json;e9721652-7d13-4327-84ce-432a07697db4;Title
"
"Create a Communication site in SharePoint","Vytvoření komunikačního webu v SharePointu","/docs/sss/v4/cs-cz/assets.json;273a0341-123c-473e-a35a-241342b5977d;Title
"
"Create a Team site in SharePoint","Vytvoření týmového webu v SharePointu","/docs/sss/v4/cs-cz/assets.json;69ee4906-8006-4f74-8b69-263881c1a240;Title
"
"Associate a SharePoint site with a hub","Přidružení sharepointového webu k centru","/docs/sss/v4/cs-cz/assets.json;0040579b-5271-4a4c-bc4e-83dcbf8c243a;Title
"
"Customize the navigation on your SharePoint site","Přizpůsobení navigace na sharepointový web","/docs/sss/v4/cs-cz/assets.json;ad7d7d4d-f9b4-4097-80eb-8816a8003374;Title
"
"Customize your SharePoint site","Přizpůsobení sharepointového webu","/docs/sss/v4/cs-cz/assets.json;d24f6e10-708a-46fb-b50b-26e6f8e3129c;Title
"
"Add texts and tables to your page","Přidání textů a tabulek na stránku","/docs/sss/v4/cs-cz/assets.json;efca39c9-07b3-4d40-9c90-022dc73ea611;Title
"
"Use the Image web part","Použití webové části Obrázek","/docs/sss/v4/cs-cz/assets.json;b47bf41b-369f-4f69-9821-e749a2654f71;Title
"
"Share a site","Sdílení webu","/docs/sss/v4/cs-cz/assets.json;cb7144ef-27af-4cac-9b49-1ad15e129ea4;Title
"
"Manage your SharePoint site settings","Správa nastavení sharepointového webu","/docs/sss/v4/cs-cz/assets.json;d43e875f-02e2-4ed6-83f5-8b4700f8bac3;Title
"
"View usage data for your SharePoint site","Zobrazení dat o využití sharepointového webu","/docs/sss/v4/cs-cz/assets.json;603b00b9-efd6-4e4f-a174-6565375ac529;Title
"
"Delete a SharePoint site or subsite","Odstranění sharepointového webu nebo podřízených webů","/docs/sss/v4/cs-cz/assets.json;00827e92-460c-417d-b141-9b5fb91d8c42;Title
"
"Collaborating with Teams, SharePoint, and OneDrive","Spolupráce s Teams, SharePointem a OneDrivem","/docs/sss/v4/cs-cz/assets.json;765f3fe7-7822-4d09-abe9-9d24a3b569d7;Title
"
"Create a Microsoft Team from SharePoint","Vytvoření týmu Microsoftu ze SharePointu","/docs/sss/v4/cs-cz/assets.json;ebf49e3b-98f8-49a2-b048-ce55c7d3d914;Title
"
"Add a SharePoint page or list to a channel in Teams","Přidání sharepointové stránky nebo seznamu do kanálu v Teams","/docs/sss/v4/cs-cz/assets.json;c9e42071-d443-4ca5-85b0-042590484a8e;Title
"
"Use Microsoft Planner on your SharePoint site","Použití Microsoft Planneru na sharepointovém webu","/docs/sss/v4/cs-cz/assets.json;612dff49-7273-46a0-85ae-0edc6b1c62b5;Title
"
"Use the Planner web part","Použití webové části Planner","/docs/sss/v4/cs-cz/assets.json;c62777e3-3b77-4b3d-aff1-590a9e9646c1;Title
"
"Use the Yammer web parts in SharePoint Online","Použití webových částí Yammeru v SharePointu Online","/docs/sss/v4/cs-cz/assets.json;bd3193b4-6aff-440a-878a-8c09ac310931;Title
"
"Overview of Audience Targeting in Modern SharePoint sites","Přehled cílení na okruh uživatelů na moderních sharepointových webech","/docs/sss/v4/cs-cz/assets.json;7e63eb42-2f1f-4afb-b6e3-43ada4faf681;Title
"
"Target files, news and pages to specific audiences","Cílení souborů, zpráv a stránek na konkrétní publikum","/docs/sss/v4/cs-cz/assets.json;b2258863-188f-4714-9fa0-54836385bff4;Title
"
"Use the Highlighted content web part","Použití webové části Zvýrazněný obsah","/docs/sss/v4/cs-cz/assets.json;581f02ec-0666-4406-80a9-510d67feed77;Title
"
"Use the Recent documents web part","Použití webové části Poslední dokumenty","/docs/sss/v4/cs-cz/assets.json;889942d3-5ec1-43fa-b56c-6d5be1a51a4b;Title
"
"Use the Sites web part","Použití webové části Weby","/docs/sss/v4/cs-cz/assets.json;7ed6a352-9328-49ad-9ee1-0baaeedef979;Title
"
"Video: Stay connected using the SharePoint mobile app","Video: Zůstaňte ve spojení pomocí mobilní aplikace SharePoint","/docs/sss/v4/cs-cz/assets.json;720182be-f59c-4dd4-ae7f-82fda5ffa5ec;Title
"
"Create an internal product launch site","Vytvoření interního webu pro uvedení produktu na trh","/docs/sss/v4/cs-cz/assets.json;ad905a16-d54d-4fd0-be6a-d108165735d7;Title
"
"Create a new hire site","Vytvoření nového webu pro zaměstnance","/docs/sss/v4/cs-cz/assets.json;06883190-b2a3-4e66-8e71-b8e16915460c;Title
"
"Create a community site","Vytvoření komunitního webu","/docs/sss/v4/cs-cz/assets.json;2f36ab3e-0bf1-4d60-b9aa-3584e2271219;Title
"
"Create a project collaboration space","Vytvoření prostoru pro spolupráci na projektu","/docs/sss/v4/cs-cz/assets.json;809ef3fb-4201-446b-8e0d-b239bac5db52;Title
"
"Use the Quick links web part","Použití webové části Rychlé odkazy","/docs/sss/v4/cs-cz/assets.json;636c403e-235e-47bb-9186-d3dacc98edfc;Title
"
"Overview: site permission and sharing for site owners","Přehled: oprávnění a sdílení webu pro vlastníky webů","/docs/sss/v4/cs-cz/assets.json;8e19595a-2499-4e67-8897-db5ae71b182e;Title
"
"Make your SharePoint site accessible to people with disabilities","Zpřístupnění sharepointového webu osobám s postižením","/docs/sss/v4/cs-cz/assets.json;1915a4bf-b7f1-456f-926f-36fd22250382;Title
"
"Using web parts on SharePoint pages","Používání webových částí na sharepointových stránkách","/docs/sss/v4/cs-cz/assets.json;21ef9262-921b-42f3-8196-f60d0552ac13;Title
"
"Use the News web part on a SharePoint page","Použití webové části Novinky na stránce SharePointu","/docs/sss/v4/cs-cz/assets.json;f8aef834-604b-4469-b84f-2b0ba2285d24;Title
"
"Create a document library in SharePoint","Vytvoření knihovny dokumentů v SharePointu","/docs/sss/v4/cs-cz/assets.json;424c7d30-f7ae-4e24-bda5-ed1bb70c6455;Title
"
"Create a list in SharePoint","Vytvoření seznamu v SharePointu","/docs/sss/v4/cs-cz/assets.json;959315c6-50e7-48e5-beb8-76175908d260;Title
"
"Plan your SharePoint communication site","Plánování komunikačního webu SharePointu","/docs/sss/v4/cs-cz/assets.json;06ae6bce-eb18-4cf7-8f80-5d94b69053ad;Title
"
"Overview of how to build your site","Přehled toho, jak vytvořit web","/docs/sss/v4/cs-cz/assets.json;f31c13d3-3753-4cc9-93f2-c3134d81a798;Title
"
"Manage your SharePoint communication site","Správa komunikačního webu SharePointu","/docs/sss/v4/cs-cz/assets.json;e43325fe-6608-4125-a0c6-d771042d86ef;Title
"
"Create and share news on your SharePoint sites","Vytváření a sdílení novinek na sharepointových webech","/docs/sss/v4/cs-cz/assets.json;36817246-de68-4510-97cb-25abedf98d25;Title
"
"SharePoint Success Site","Web s úspěchem SharePointu","/docs/sss/v4/cs-cz/metadata.json;Category;51fa7728-5658-4a2e-b08e-e004ca0f3b46
"
"Plan your site","Naplánujte si web","/docs/sss/v4/cs-cz/metadata.json;Subcategory;5f078eee-488b-4d28-b2a4-2a68a6662db6
"
"Build your site","Sestavte si svůj web","/docs/sss/v4/cs-cz/metadata.json;Subcategory;35d96c14-6269-4cdf-8ac1-2944bb278860
"
"Launch and manage your site","Spuštění a správa webu","/docs/sss/v4/cs-cz/metadata.json;Subcategory;6be8e21b-c070-4305-a3d1-996569adcfbe
"
"Advanced site creation","Pokročilé vytváření stránek","/docs/sss/v4/cs-cz/metadata.json;Subcategory;4f65a4f2-c43a-415b-b576-13744eb618b2
"
"Arabic - Saudi Arabia","Arabština - Saúdská Arábie","/src/webpart/src/webparts/common/assets/locals-1029.json;1025
"
"Bulgarian","Bulharština","/src/webpart/src/webparts/common/assets/locals-1029.json;1026
"
"Catalan","Katalánština","/src/webpart/src/webparts/common/assets/locals-1029.json;1027
"
"Chinese - Taiwan","Čínština - Tchaj-wan","/src/webpart/src/webparts/common/assets/locals-1029.json;1028
"
"Czech","Čeština","/src/webpart/src/webparts/common/assets/locals-1029.json;1029
"
"Danish","Dánština","/src/webpart/src/webparts/common/assets/locals-1029.json;1030
"
"German - Germany","Němčina - Německo","/src/webpart/src/webparts/common/assets/locals-1029.json;1031
"
"Greek","Řečtina","/src/webpart/src/webparts/common/assets/locals-1029.json;1032
"
"English - United States","Angličtina - Spojené státy americké","/src/webpart/src/webparts/common/assets/locals-1029.json;1033
"
"Spanish - Spain (Traditional Sort)","Španělština - Španělsko (tradiční řazení)","/src/webpart/src/webparts/common/assets/locals-1029.json;1034
"
"Finnish","Finština","/src/webpart/src/webparts/common/assets/locals-1029.json;1035
"
"French - France","Francouzština - Francie","/src/webpart/src/webparts/common/assets/locals-1029.json;1036
"
"Hebrew","Hebrejština","/src/webpart/src/webparts/common/assets/locals-1029.json;1037
"
"Hungarian","Maďarština","/src/webpart/src/webparts/common/assets/locals-1029.json;1038
"
"Icelandic","Islandština","/src/webpart/src/webparts/common/assets/locals-1029.json;1039
"
"Italian - Italy","Italština - Itálie","/src/webpart/src/webparts/common/assets/locals-1029.json;1040
"
"Japanese","Japonština","/src/webpart/src/webparts/common/assets/locals-1029.json;1041
"
"Korean","Korejština","/src/webpart/src/webparts/common/assets/locals-1029.json;1042
"
"Dutch - Netherlands","Holandština - Nizozemsko","/src/webpart/src/webparts/common/assets/locals-1029.json;1043
"
"Norwegian (Bokmål)","Norština (Bokmal)","/src/webpart/src/webparts/common/assets/locals-1029.json;1044
"
"Polish","Polština","/src/webpart/src/webparts/common/assets/locals-1029.json;1045
"
"Portuguese - Brazil","Portugalština - Brazílie","/src/webpart/src/webparts/common/assets/locals-1029.json;1046
"
"Rhaeto-Romanic","Rhaeto-romské","/src/webpart/src/webparts/common/assets/locals-1029.json;1047
"
"Romanian","Rumunština","/src/webpart/src/webparts/common/assets/locals-1029.json;1048
"
"Russian","Ruština","/src/webpart/src/webparts/common/assets/locals-1029.json;1049
"
"Croatian","Chorvatština","/src/webpart/src/webparts/common/assets/locals-1029.json;1050
"
"Slovak","Slovenština","/src/webpart/src/webparts/common/assets/locals-1029.json;1051
"
"Albanian - Albania","Albánština - Albánie","/src/webpart/src/webparts/common/assets/locals-1029.json;1052
"
"Swedish","Švédština","/src/webpart/src/webparts/common/assets/locals-1029.json;1053
"
"Thai","Thajština","/src/webpart/src/webparts/common/assets/locals-1029.json;1054
"
"Turkish","Turečtina","/src/webpart/src/webparts/common/assets/locals-1029.json;1055
"
"Urdu - Pakistan","Urdu - Pákistán","/src/webpart/src/webparts/common/assets/locals-1029.json;1056
"
"Indonesian","Indonéština","/src/webpart/src/webparts/common/assets/locals-1029.json;1057
"
"Ukrainian","Ukrajinština","/src/webpart/src/webparts/common/assets/locals-1029.json;1058
"
"Belarusian","Běloruština","/src/webpart/src/webparts/common/assets/locals-1029.json;1059
"
"Slovenian","Slovinština","/src/webpart/src/webparts/common/assets/locals-1029.json;1060
"
"Estonian","Estonština","/src/webpart/src/webparts/common/assets/locals-1029.json;1061
"
"Latvian","Lotyština","/src/webpart/src/webparts/common/assets/locals-1029.json;1062
"
"Lithuanian","Litevština","/src/webpart/src/webparts/common/assets/locals-1029.json;1063
"
"Tajik","Tádžičtina","/src/webpart/src/webparts/common/assets/locals-1029.json;1064
"
"Persian","Perština","/src/webpart/src/webparts/common/assets/locals-1029.json;1065
"
"Vietnamese","Vietnamština","/src/webpart/src/webparts/common/assets/locals-1029.json;1066
"
"Armenian - Armenia","Arménština - Arménie","/src/webpart/src/webparts/common/assets/locals-1029.json;1067
"
"Azeri (Latin)","Azerština (latinka)","/src/webpart/src/webparts/common/assets/locals-1029.json;1068
"
"Basque","Baskičtina","/src/webpart/src/webparts/common/assets/locals-1029.json;1069
